name,age,educational level,number of not paid past credits,dependents,profession,working sector,monthly income,monthly expenditure,savings (debt),debt-to-income ratio before credit,credit: monthly amount,credit-to-income ratio,type of credit,requested_loan_duration,debt-to-income ratio after credit,collateral,collateral type,estimated seizable assets,y-categorical-default,PD_LR,PD_NN,PD_RF,group_key,LGD,EAD,EL_LR,EL_NN,EL_RF,IRB_Capital_LR,IRB_Capital_NN,IRB_Capital_RF
name10,44,ausbildung,0,1,Unemployed_MediumSkilled,Teacher,1300.0,1314.2310543739577,-14.231054373957477,0.0109469649030442,911.1558658611028,0.9039046847861322,simple loans,60,0.7118360924885079,43850,car,44612.5609169586,1,0.45693392414630857,0.39462283,0.53,Teacher_simple loans,0.3185183205617865,54669.35195166617,7975.241097789438,6669.251835050994,9350.883121207267,7387.248588331938,7813.430507448372,6724.551029151349
name11,58,bachelor degree,0,0,HighSkilled,Consultant,9346.0,11047.205523802466,-1701.205523802466,0.1820249864971609,3782.053075899373,0.5240248126163133,mortgages,48,0.5866957628613139,62989,house,84503.27751509544,0,0.07044163845542367,0.07445391,0.05,Consultant_mortgages,0.7593893038544985,181538.5476431699,7582.213722462694,10752.957642765274,6755.063134557672,43015.541543180916,44130.575402942646,36326.51111106009
name12,59,ausbildung,0,0,MediumSkilled,Electrician,3275.0,3139.854131875033,135.1458681249669,0.0,1736.5097606024117,0.3368513079771053,auto loans,48,0.4889660740389143,26459,car,30587.939404231078,0,0.07083527489986952,0.05207817,0.07,Electrician_auto loans,0.729926744631957,83352.46850891576,4441.407307689792,2920.3774077960284,3711.3129557407856,19033.471438846766,16371.763364297829,18928.395697923344
name13,44,bachelor degree,0,2,HighSkilled,Doctor,6102.0,6081.578069799041,20.42193020095874,0.0,6028.741001736831,0.8204011122068031,mortgages,36,0.9846475043487172,56332,house,78243.95346730543,0,0.11996980755592332,0.0894174,0.16,Doctor_mortgages,0.820178881517543,217034.67606252592,17622.718528484995,16198.660465577115,29727.212063201958,69319.76091654295,61772.87515046562,75987.03006174222
name14,44,post graduate degree,1,0,HighSkilled,Engineering,5221.0,9436.391721475104,-4215.391721475105,0.807391634069164,2793.6840248886947,0.6661322309284092,simple loans,24,1.342477637686995,0,none,8163.044330966427,1,0.8545402505134494,0.8722841,0.83,Engineering_simple loans,1.0,67048.41659732867,57058.2025243267,59404.897105233205,55381.99210939348,9265.44106437019,8182.5929178974775,10739.709003379638
name15,46,ausbildung,0,2,MediumSkilled,IT Support,2698.0,3073.183299361238,-375.1832993612379,0.1390597847891912,1694.743571197172,0.4090403793847283,simple loans,60,0.7672078838244663,18446,liquid assets,21659.79354582571,1,0.249383219481091,0.45131826,0.79,IT Support_simple loans,0.8280776705007615,101684.61427183033,23155.758590796082,39322.68822509735,65846.55715637286,39103.550865053905,35934.989467671134,16428.292064434776
name16,47,post graduate degree,0,0,HighSkilled,Finance,7272.0,7101.876170661344,170.12382933865592,0.0,6542.408062124586,0.2778351143607929,mortgages,24,0.8762767096790333,78182,house,81916.88604108055,0,0.030439958542395222,0.028754808,0.05,Finance_mortgages,0.6541891271455234,157017.79349099007,3389.7379979161656,2978.860664835418,4108.773330807473,20622.622144742654,19954.27947987998,27067.151176022096
name17,33,ausbildung,1,0,MediumSkilled,Nursing,2153.0,1115.632605951793,1037.367394048207,0.0,448.4555745457564,0.2016332284300203,auto loans,36,0.0,0,none,5088.253004481661,0,0.25554015739930025,0.13389486,0.31,Nursing_auto loans,1.0,16144.40068364723,3923.089366126277,2114.9164895577874,4988.619811246995,7512.162183538315,6529.068442004436,7530.9096516295
name18,46,bachelor degree,0,1,HighSkilled,Finance,3500.0,8900.885735479802,-5400.885735479802,1.5431102101370864,2968.760222602855,0.91364082931448,simple loans,48,2.3913274165950447,61589,house,67221.02348123111,1,0.904004895434986,0.9211728,0.59,Finance_simple loans,0.7012344998410651,142500.49068493705,89334.07671942702,92331.86452880378,57457.59967972096,9259.612059668016,7644.902463620719,34856.534272459314
name19,46,bachelor degree,0,1,HighSkilled,Engineering,5973.0,11057.643517931412,-5084.643517931412,0.8512713072043214,2875.269795761871,0.2253310725097397,auto loans,24,1.332649140079237,26082,car,35529.07507330679,0,0.4046082285067963,0.31623167,0.26,Engineering_auto loans,0.6782455984711859,69006.47509828491,18768.13853857072,14134.608076429817,13432.558006408468,20844.170058208983,21805.61954344389,21803.984865839342
name20,38,post graduate degree,0,0,HighSkilled,Engineering,3409.0,3205.148615714165,203.85138428583517,0.0,1556.9541320568142,0.2858330500709838,simple loans,48,0.3969207238987911,60126,house,67413.00791801787,0,0.09624109862626656,0.09166959,0.06,Engineering_simple loans,0.4416431211803086,74733.79833872708,3267.561127641544,2871.493112169841,2244.385421006313,11809.677138105475,11574.358646589682,9536.075396278335
name21,54,bachelor degree,1,0,HighSkilled,Consultant,7787.0,6933.586445864223,853.4135541357773,0.0,2837.002801756586,0.3501694449426015,simple loans,12,0.2547308652396056,33485,car,58661.62644433237,0,0.12413370558241957,0.11525424,0.16,Consultant_simple loans,0.16127211126009314,34044.033621079034,614.9195559226731,669.8230877014831,872.9661552830805,2164.0357955161394,2107.1438854398134,2343.7001220319726
name22,49,ausbildung,0,0,MediumSkilled,Teacher,2421.0,2569.228025722465,-148.2280257224652,0.0612259503190686,2132.877400458988,0.7734384112785063,mortgages,12,0.942216202470654,0,none,5189.926411141581,0,0.35950635991646046,0.43330306,0.39,Teacher_mortgages,1.0,25594.528805507856,9009.274139538766,10647.323983091268,9981.866234148065,11735.963507860468,11120.28116392987,11522.115410822367
name23,31,ausbildung,0,1,MediumSkilled,Nursing,1629.0,1973.2876665018116,-344.2876665018114,0.2113490893197123,1422.186223639833,0.5934648209620899,mortgages,48,1.0843915838806903,16238,liquid assets,19455.6672231153,0,0.21928799305326435,0.112947196,0.21,Nursing_mortgages,0.774833254833639,68264.93873471199,10102.743432129648,5712.546024450272,10684.576823508842,24184.727585610224,20148.651782005745,24015.12131130503
name24,47,high school or lower,1,0,LowSkilled,Agriculture,2123.0,858.4865044612364,1264.5134955387634,0.0,1812.2372943810249,0.8440342930451595,auto loans,48,0.2579951949327656,0,none,3860.615931703511,1,0.7413646295634407,0.67791,0.75,Agriculture_auto loans,1.0,86987.39013028919,64370.668696414,59673.34962937839,62630.920893808216,20521.54181880172,24886.21916642666,19903.47339180621
name25,40,high school or lower,0,1,LowSkilled,Agriculture,1221.0,1593.216445921173,-372.2164459211733,0.304845574055015,961.0284334639276,0.7922428281449196,mortgages,12,1.0919286481450456,0,none,1697.605461829985,1,0.6703029638760585,0.7329688,0.67,Agriculture_mortgages,1.0,11532.341201567131,7830.459675864083,8118.7682059032595,7680.53924024371,3365.6965665820194,2799.606272895165,3368.327543297888
name26,33,post graduate degree,0,0,HighSkilled,Research,3446.0,2065.493442149695,1380.506557850305,0.0,1875.6224911777556,0.6617219781126829,simple loans,48,0.1436784484409316,22250,car,30835.107756817943,0,0.28022933968809705,0.1831267,0.07,Research_simple loans,0.7900036992156545,90029.87957653227,19914.702613512112,13798.043953647677,4480.808088040225,33235.77359425855,31414.81759405425,22127.47494907853
name27,57,high school or lower,1,0,LowSkilled,Agriculture,1797.0,2191.5638207187662,-394.56382071876624,0.2195680694038766,1331.4178364801,0.2686925100117325,auto loans,36,0.960479497606492,18411,liquid assets,19937.35045407828,0,0.38081612677428306,0.3050557,0.19,Agriculture_auto loans,0.635795160547873,47931.042113283605,11488.820380097039,9538.46360469595,6247.236546206612,13803.236574125258,14226.384699328813,13570.459798207412
name28,38,high school or lower,1,1,LowSkilled,Cleaning Services,1020.0,1480.8355549787943,-460.83555497879433,0.4517995637047003,895.593112392713,0.3444972643902324,auto loans,36,1.3298320268348112,9390,liquid assets,10978.49185886284,0,0.5363838520766725,0.3169325,0.32,Cleaning Services_auto loans,0.7252422793856025,32241.35204613767,12463.027948604951,7435.727744195824,7038.2202861727765,8942.55740386112,10892.31643685788,10884.434525950945
name29,34,bachelor degree,2,1,HighSkilled,Engineering,3107.0,2101.130900508691,1005.869099491309,0.0,777.4935957939606,0.3778015001533771,auto loans,12,0.0,0,none,9644.598935551636,1,0.6970837539528388,0.76117724,0.83,Engineering_auto loans,1.0,9329.923149527527,6335.017818529192,6960.122669547535,7855.795291902177,2531.4193637300955,2048.102872383236,1494.4522888824351
name30,31,post graduate degree,1,0,HighSkilled,Engineering,3152.0,3288.0185079914427,-136.01850799144268,0.0431530799465236,2283.7289315714734,0.6845923432892065,mortgages,24,0.7676863704197069,11080,liquid assets,17537.825829171,1,0.47900941449469486,0.5091509,0.62,Engineering_mortgages,0.8087208363713444,54809.49435771536,21276.27845666978,23093.62724151033,26418.04575036498,18337.449174478763,17638.827972275212,14556.349648934796
name31,31,bachelor degree,0,1,HighSkilled,Engineering,2344.0,2693.8506613832174,-349.85066138321736,0.1492536951293589,1355.9577768510003,0.9901213906125,auto loans,36,0.727733975355895,67721,house,71922.07464001488,1,0.43062786089401756,0.5564122,0.62,Engineering_auto loans,0.039764259824735415,48814.47996663601,889.0108223880165,1071.4715588606664,1232.5805070226866,845.4682354074839,718.8631968833839,637.4404524055553
name32,34,bachelor degree,1,1,HighSkilled,Engineering,3529.0,2763.1158664869813,765.8841335130187,0.0,3022.6394527090943,0.2528506297641673,auto loans,12,0.6394886141105343,18769,liquid assets,29118.60470428075,1,0.24346409200845992,0.25766397,0.28,Engineering_auto loans,0.5081813142399121,36271.67343250913,4442.2533885818275,5327.01754896327,5197.989442240976,8540.755725669918,8581.941245561224,8613.309079490622
name33,55,high school or lower,1,1,LowSkilled,Cleaning Services,2124.0,1920.2178805261008,203.78211947389923,0.0,1750.8060659122502,0.6772987624144169,simple loans,48,0.7283540237468696,0,none,3788.472321488436,0,0.4751600210432915,0.40551302,0.29,Cleaning Services_simple loans,1.0,84038.69116378801,41010.88128792855,32775.089553877326,26640.2650989208,34926.448776677644,37400.694292928674,39278.730053835716
name34,50,ausbildung,0,0,MediumSkilled,Electrician,2521.0,3960.7437808302193,-1439.7437808302193,0.5711002700635539,553.8225503159839,0.5013965553681567,mortgages,36,0.7907839473011515,31440,car,37543.37207273208,1,0.420450564025597,0.56615657,0.76,Electrician_mortgages,0.0,19937.61181137542,0.0,0.0,0.0,0.0,0.0,0.0
name35,39,bachelor degree,0,0,HighSkilled,Finance,3885.0,3976.86973130928,-91.8697313092798,0.0236472924863011,1027.1580474833747,0.4982984175511512,auto loans,48,0.2880380382992675,0,none,10219.025059164524,0,0.18598097126974428,0.1499849,0.2,Finance_auto loans,1.0,49303.58627920199,8825.341943977155,8036.484563509925,10156.53877351561,21853.026135585947,20660.657681607863,22186.07257436711
name36,57,ausbildung,0,0,MediumSkilled,IT Support,3553.0,2268.844757238393,1284.155242761607,0.0,3084.432008458581,0.7818351298576661,auto loans,48,0.5066920252454192,33786,car,40053.83583968505,0,0.2936323599734993,0.16472657,0.31,IT Support_auto loans,0.8060302896470813,148052.73640601189,35800.497002514225,20644.953271449867,39977.22165280755,55768.89266488492,51344.86972946086,55666.42241117842
name37,43,ausbildung,1,1,MediumSkilled,Teacher,2430.0,2755.650986086267,-325.65098608626704,0.13401275147583,2294.530243968263,0.5940066778157063,auto loans,36,1.0782638806808766,48212,car,57284.31135438794,0,0.44404911095338817,0.23424192,0.17,Teacher_auto loans,0.5030707055926176,82603.08878285748,17827.178293834226,9599.249850526123,7396.82456014567,17866.947383377214,19172.60140025222,18027.032855021218
name38,44,high school or lower,0,0,LowSkilled,Manufacturing,1548.0,968.9018018205844,579.0981981794157,0.0,558.5975172074293,0.5517359068555765,auto loans,36,0.0,20006,car,21764.34099961413,0,0.3520171785342895,0.24380882,0.09,Manufacturing_auto loans,0.15537746270807468,20109.510619467455,1065.4765750966924,856.1307377609786,278.08626153550034,1437.9440743144905,1447.9748678385292,1087.2821569724824
name39,48,ausbildung,0,1,MediumSkilled,IT Support,3191.0,2623.829349630044,567.1706503699561,0.0,2893.0648638643934,0.5491194452618848,mortgages,48,0.7288919503273072,40002,car,52892.40343426152,0,0.23797503846458606,0.27137598,0.16,IT Support_mortgages,0.7547586609831253,138867.11346549087,22534.398671968207,29242.312695251767,17084.218528050314,48446.59397842067,48934.17552389963,44741.36955992601
name40,59,ausbildung,1,1,MediumSkilled,IT Support,4507.0,3580.2616645722487,926.7383354277512,0.0,2245.5111399643038,0.5206502782735984,simple loans,12,0.2926054591827273,16083,liquid assets,23780.525630953984,0,0.3515068200654455,0.3127939,0.13,IT Support_simple loans,0.4338076927561025,26946.133679571645,4465.366110648808,3752.3102657546265,1496.2483302697578,5380.817637635025,5449.9822792584955,4681.098663964005
name41,48,bachelor degree,1,0,HighSkilled,Doctor,7322.0,4592.259019333676,2729.740980666324,0.0,4960.2943776974535,0.8500570636628851,mortgages,36,0.3046371752295998,76075,house,83868.74577181008,0,0.278331283214288,0.31631425,0.15,Doctor_mortgages,0.70485496940815,178570.59759710834,32095.92514215874,37634.04555884495,18754.089592869223,58808.76895171526,58639.92702435191,52745.85292989728
name42,54,high school or lower,0,0,LowSkilled,Agriculture,2154.0,1516.9935619187554,637.0064380812446,0.0,1119.1935215409142,0.9583375813082704,mortgages,12,0.2238565847073675,0,none,3242.6704664550234,1,0.574229526886144,0.6588323,0.69,Agriculture_mortgages,1.0,13430.32225849097,7856.738521217218,8770.000434794605,9562.389448045571,4822.995904156685,4034.7459746973336,3717.7801038206853
name43,31,high school or lower,2,0,LowSkilled,Transportation,1186.0,740.2642877667813,445.7357122332187,0.0,565.4213571224788,0.5842569866561824,auto loans,24,0.1009153835491231,10399,liquid assets,12182.994447688874,1,0.6664284176584544,0.7987787,0.8,Transportation_auto loans,0.27658919876308624,13570.112570939491,2495.9754644754903,2980.1571711181045,3002.6772504968308,1106.3330485338258,703.9018979930647,699.934949537556
name44,33,bachelor degree,1,0,HighSkilled,Consultant,3589.0,2393.6617009714214,1195.3382990285786,0.0,1790.694970407357,0.862426321068326,mortgages,60,0.1658837200832483,67255,house,74816.80277927539,0,0.4435302551108216,0.38257316,0.28,Consultant_mortgages,0.5665998274973061,107441.69822444142,26115.99605471405,24594.084862714397,18202.057856315852,26187.87282405161,27542.524969230086,28446.775744791565
name45,37,bachelor degree,0,2,HighSkilled,Finance,2461.0,3291.6612064921574,-830.6612064921574,0.3375299498139607,1760.6548238750163,0.8736509456044087,simple loans,36,1.0529524706896278,24380,car,28937.095582515867,1,0.4401552896471572,0.5745234,0.78,Finance_simple loans,0.6735601820144973,63383.57365950059,18656.688666529437,24334.81130416883,32617.1856778684,18427.109483480264,15323.402413255326,8694.307726004025
name46,43,ausbildung,0,1,MediumSkilled,IT Support,3990.0,1821.2829885851445,2168.717011414856,0.0,3423.561095781306,0.3592178895005225,mortgages,24,0.3144972642522431,39715,car,51708.79015169099,1,0.20948706005618611,0.26140457,0.67,IT Support_mortgages,0.5880310878055964,82165.46629875134,9711.485554069475,11112.64516137303,32951.40869589742,21927.281560187468,22516.136334310107,14111.931005958711
name47,40,high school or lower,0,0,LowSkilled,Transportation,1094.0,1195.1262869674474,-101.1262869674474,0.0924371910122919,463.4175066547261,0.9314444453301096,simple loans,24,0.5160363744261184,0,none,1540.1491868186988,1,0.488440252146159,0.60004824,0.67,Transportation_simple loans,1.0,11122.020159713426,5438.667858099865,6595.357954710061,7685.315930361977,4548.158196102686,3804.8689401863253,3248.482349445775
name48,57,ausbildung,0,1,MediumSkilled,Artist,4308.0,2960.933127444047,1347.066872555953,0.0,3647.1104558752536,0.8529354404777243,auto loans,12,0.5339005532310354,19173,liquid assets,29009.710256428465,1,0.38227597210611586,0.4011981,0.63,Artist_auto loans,0.5846339158720096,43765.32547050304,9774.11695872708,10490.54437978561,15863.75003772458,11578.50430489348,11425.153716746701,8222.325756145048
name49,41,ausbildung,0,0,MediumSkilled,Teacher,2156.0,1279.508089069477,876.4919109305231,0.0,1701.1774023884343,0.7842708780363641,auto loans,24,0.3825071852773243,26463,car,36026.800552394954,0,0.3268932625458504,0.24469814,0.18,Teacher_auto loans,0.44902734076438455,40828.25765732242,5609.899212956646,4619.9169989054735,3336.6067214317304,8517.873621215165,8498.869477052654,8065.290369858396
name50,40,high school or lower,1,0,LowSkilled,Agriculture,1091.0,786.6039477950044,304.3960522049956,0.0,728.7859397717747,0.6248071221550797,mortgages,60,0.3889916476322448,0,none,2183.600292599983,1,0.6913350344327084,0.66809076,0.9,Agriculture_mortgages,1.0,43727.15638630648,30084.283593778855,28597.56027664444,39223.25927851691,12059.403736609793,12834.454059148318,4215.6489682825095
name51,41,bachelor degree,0,0,HighSkilled,Consultant,8224.0,3499.1086092491714,4724.891390750829,0.0,2845.241611024097,0.6577004422735444,auto loans,60,0.0,0,none,26131.75022681281,0,0.21906445200596225,0.09973352,0.16,Consultant_auto loans,1.0,170714.49666144582,35167.186312257836,16047.162686175907,27314.319465831333,78043.71048441122,61970.73600621777,72873.9251729661
name52,45,ausbildung,1,0,MediumSkilled,Electrician,2378.0,2865.374706996044,-487.3747069960441,0.2049515168191943,536.0789507969847,0.4287145936685642,mortgages,48,0.4303842126968161,0,none,4158.866359820663,1,0.49604330269349295,0.646642,0.66,Electrician_mortgages,1.0,25731.789638255264,12788.699450212865,16442.613578845114,17266.030847269285,10420.838509328154,7960.900107591616,7708.066189062532
name53,47,bachelor degree,2,2,HighSkilled,Consultant,8144.0,7991.684676880067,152.31532311993303,0.0,7367.075473163459,0.9761173709660064,auto loans,12,0.8858988396418868,45063,car,57395.47535920201,0,0.5172477919409695,0.40559262,0.24,Consultant_auto loans,0.566449646187721,88404.9056779615,26140.156177205954,20281.15565472876,12869.770378432817,19702.775375396166,22284.911604119145,23168.558752869918
name54,36,high school or lower,1,0,Unemployed_LowSkilled,Transportation,600.0,577.7440001241371,22.255999875862926,0.0,289.74784752034697,0.2564175607624154,simple loans,48,0.44581974607414,24842,car,19658.54346859315,0,0.5444114960866085,0.40817595,0.29,Transportation_simple loans,0.0,13907.896680976653,0.0,0.0,0.0,0.0,0.0,0.0
name55,46,ausbildung,1,1,MediumSkilled,Electrician,3387.0,1940.0473661311348,1446.9526338688652,0.0,2913.6344458154435,0.5193454683705653,auto loans,60,0.4330327168428043,18146,liquid assets,28758.81062997294,1,0.2881653196492107,0.37215257,0.73,Electrician_auto loans,0.901534007195452,174818.06674892662,45862.889783679646,60677.7064148339,118518.533049234,73664.15356347835,71767.09378848251,38639.56004821728
name56,48,high school or lower,1,0,Unemployed_LowSkilled,Manufacturing,900.0,803.706866176065,96.29313382393502,0.0,692.7681650134904,0.7596133809877859,simple loans,24,0.6627500346550615,24532,car,26029.69851193421,1,0.82548467108184,0.9153433,0.81,Manufacturing_simple loans,0.0,16626.435960323768,0.0,0.0,0.0,0.0,0.0,0.0
name57,41,ausbildung,1,0,MediumSkilled,IT Support,2425.0,2297.5572852310106,127.4427147689894,0.0,495.0481508354317,0.6620336567157682,auto loans,24,0.1515898705428628,0,none,5088.713430554735,0,0.6274560565863343,0.6650337,0.55,IT Support_auto loans,1.0,11881.155620050362,7378.197640051275,8126.710444114448,6439.586346067296,3839.449095519001,3514.482320168448,4446.866152717853
name58,43,bachelor degree,0,0,HighSkilled,Engineering,6501.0,3476.437027117925,3024.562972882075,0.0,3741.892648259764,0.7776391012350855,auto loans,36,0.1103414359910303,44262,car,65233.38148106043,0,0.28294769182245183,0.28884593,0.2,Engineering_auto loans,0.7203558153619276,134708.1353373515,27849.845347378123,27364.65640404401,19116.444367364078,45351.3467676795,45355.13789320665,43665.93962610772
name59,46,post graduate degree,0,1,HighSkilled,Consultant,6321.0,5080.502930297846,1240.4970697021536,0.0,6030.973310185341,0.4687124106116587,simple loans,12,0.7578668312740369,43996,car,71102.43687347422,0,0.07986481765090571,0.06287611,0.06,Consultant_simple loans,0.48168880324124846,72371.67972222409,2649.407712340736,2405.3833177830365,2370.5226899890795,11518.223271379353,10304.986940818597,10072.014765712032
name60,45,high school or lower,0,3,LowSkilled,Transportation,1549.0,1280.01044064971,268.98955935028994,0.0,436.5841293696575,0.7869660453244143,simple loans,12,0.1081953324850662,0,none,2955.0343489887305,0,0.416417317300218,0.373702,0.24,Transportation_simple loans,1.0,5239.009552435889,2294.6861839669195,2022.2576872402533,1304.5133785565365,2310.9163996796938,2383.4576694659877,2423.876754805805
name61,56,high school or lower,0,0,LowSkilled,Manufacturing,1882.0,2147.85397448187,-265.85397448186995,0.1412614104579543,894.659782454083,0.8689014806804614,simple loans,24,0.6166385531009315,6384,liquid assets,9074.38284378917,1,0.4728356160788675,0.61913353,0.73,Manufacturing_simple loans,0.7205609006851974,21471.83477889799,7472.862305493251,9391.361116841415,11510.992868088984,6447.617670426099,5090.228042323698,3793.181251874286
name62,38,ausbildung,0,0,Unemployed_MediumSkilled,Teacher,1150.0,1175.9815389777352,-25.981538977735227,0.0225926425893349,348.8000737534297,0.8938332269130054,mortgages,36,0.325897054548839,0,none,2292.6334072506643,1,0.6392445075307767,0.64620584,0.83,Teacher_mortgages,1.0,12556.802655123469,7772.6608435214275,8187.035331140502,10673.282256854949,3952.1166956533993,3888.811683348151,2011.3287288914705
name63,41,ausbildung,0,2,MediumSkilled,Teacher,2643.0,4176.060687038735,-1533.0606870387346,0.580045662897743,1032.6743412347746,0.5943679678808969,simple loans,12,0.9707661854988684,11584,liquid assets,15493.695798370214,0,0.5748573361272339,0.64515275,0.32,Teacher_simple loans,0.11617077787115768,12392.092094817295,817.692219564179,942.9373306593966,443.3964852566323,516.3970671650683,446.94315055861284,670.1176256635093
name64,30,high school or lower,0,3,Unemployed_LowSkilled,Transportation,500.0,522.2481090222691,-22.24810902226909,0.0444962180445381,486.0319733324798,0.4249045174551731,auto loans,36,1.0165601647094975,21915,car,25282.62168526712,0,0.4229208506737482,0.44679585,0.25,Transportation_auto loans,0.0,17497.151039969274,0.0,0.0,0.0,0.0,0.0,0.0
name65,48,ausbildung,0,1,MediumSkilled,Teacher,3035.0,2214.185069358356,820.814930641644,0.0,1998.613767027555,0.2991773960459377,auto loans,24,0.3880721042457697,0,none,6894.180464159289,0,0.18522930493522205,0.15944615,0.22,Teacher_auto loans,1.0,47966.73040866132,9689.279542549588,7530.776674159828,10888.44780276612,21241.270859584853,20456.226804071153,21942.658592391184
name66,47,high school or lower,2,0,LowSkilled,Agriculture,2092.0,2064.5829426629457,27.417057337054302,0.0,1057.646574451515,0.4603568702477967,auto loans,36,0.4924615282573904,17532,liquid assets,24239.003091902483,1,0.6210186327051023,0.5790418,0.64,Agriculture_auto loans,0.5632328828981655,38075.276680254545,13231.717924539043,12481.134249727265,13253.163172390809,7027.26046790239,7634.648918130057,6737.979235034506
name67,60,ausbildung,0,0,MediumSkilled,IT Support,3518.0,3559.2588768958267,-41.25887689582669,0.01172793544509,756.9395303361426,0.8735284772937766,simple loans,48,0.2268898258192067,16972,liquid assets,22729.29992701559,0,0.34198277677990907,0.1847358,0.16,IT Support_simple loans,0.5578789431565088,36333.09745613485,7033.506093619538,3587.6961918462775,3567.4267218358464,9368.459541344897,8970.622796305963,8652.55071902407
name68,49,bachelor degree,0,0,HighSkilled,Engineering,6098.0,3518.258609858696,2579.741390141304,0.0,1223.9883441552608,0.7587099873669556,simple loans,12,0.0,0,none,17233.825721553636,0,0.33345976510160213,0.3512853,0.37,Engineering_simple loans,1.0,14687.86012986313,5081.999604932643,5214.190346101411,5948.583352594568,6810.038924080662,6761.719940045952,6696.668314048721
