name,age,educational level,number of not paid past credits,dependents,profession,monthly income,monthly expenditure,savings (debt),debt-to-income ratio before credit,credit: monthly amount,credit-to-income ratio,requested_loan_duration,debt-to-income ratio after credit,collateral,estimated seizable assets,y-categorical-default
name43,56,high school or lower,0,1,LowSkilled,2541.0,2022.8333651647235,518.1666348352765,0.0,25877.0581080562,0.4224923078971138,12,9.979886451484031,0,4685.49664556539,0
name44,32,bachelor degree,1,0,HighSkilled,2914.0,3934.252927375548,-1020.2529273755481,0.3501211144047866,19505.36609660657,0.4304092931606876,60,7.0437951352031964,61014,70554.4120764931,1
name45,30,ausbildung,1,1,MediumSkilled,1727.0,1740.7475922089252,-13.747592208925198,0.007960389235046437,33198.86076400583,0.9357338693071489,48,19.23138874129401,49601,53782.77266178831,0
name46,37,bachelor degree,0,0,HighSkilled,4459.0,4506.649356891172,-47.64935689117192,0.01068610829584479,92873.2691625597,0.999816694414138,36,20.838959075902864,34686,50411.69818536452,1
name47,37,bachelor degree,0,0,HighSkilled,4874.0,3511.8150594448894,1362.1849405551106,0.0,135782.01799965499,0.4310392416722384,36,27.578956310853485,0,12991.364522296755,1
name48,59,ausbildung,0,0,MediumSkilled,4635.0,5080.475245553059,-445.4752455530588,0.09611116408911732,153275.65207248364,0.4520396884636494,48,33.16529176225172,37187,50772.04933157114,0
name49,40,bachelor degree,0,0,HighSkilled,4809.0,5225.495837166594,-416.49583716659436,0.08660757686974306,32148.50240208495,0.9361743463595649,24,6.771677737419743,21570,34957.33055768545,1
name50,38,high school or lower,0,0,LowSkilled,1186.0,549.8040450401292,636.1959549598708,0.0,6789.505354362333,0.8194328445509886,60,5.18828785784356,10909,10870.284971757514,0
name51,31,bachelor degree,0,0,HighSkilled,3286.0,3672.5783197174655,-386.57831971746555,0.11764404130172415,62325.40168314652,0.8314789604571448,24,19.084595253458303,50173,60322.59437599422,1
name52,59,post graduate degree,1,0,HighSkilled,4592.0,10552.580493625468,-5960.580493625468,1.2980358217825496,24396.737633802324,0.6642083722544987,36,6.610914226356226,57945,62897.988813677955,1
name53,30,bachelor degree,0,0,HighSkilled,2619.0,2590.4670249411097,28.532975058890315,0.0,57542.72154638926,0.7571028998652882,36,21.960362188365927,37753,45976.36370207973,0
name54,39,ausbildung,1,0,MediumSkilled,2426.0,1809.2879384598489,616.7120615401511,0.0,86414.87614490592,0.2928691140798827,60,35.3661022602497,36343,40376.37657112334,0
name55,41,ausbildung,0,0,Unemployed_MediumSkilled,1300.0,856.2370663399035,443.76293366009645,0.0,8426.124530522651,0.7630264518502499,24,6.140278151432734,22135,23460.817160562205,0
name56,51,high school or lower,1,0,Unemployed_LowSkilled,1000.0,690.1406976757863,309.8593023242137,0.0,13738.90046969827,0.814081562120642,24,13.429041167374056,0,1780.607806208554,1
name57,60,bachelor degree,0,0,HighSkilled,14367.0,7908.765704195868,6458.234295804132,0.0,392725.37450718414,0.7209886460364379,12,26.88572006761189,26501,69539.73131143056,0
name58,56,high school or lower,0,0,LowSkilled,2050.0,1451.1863569640113,598.8136430359887,0.0,19918.83117520418,0.8727021055528456,24,9.424398796179606,24123,29417.620946901752,1
name59,46,bachelor degree,0,0,HighSkilled,7740.0,4509.392555167743,3230.607444832257,0.0,42172.47835160139,0.2767870727762516,24,5.031249471158803,65330,89557.45795810707,1
name60,54,high school or lower,0,0,LowSkilled,2360.0,2533.6302164426957,-173.63021644269566,0.07357212561131171,24616.116840020495,0.2384636733837689,48,10.504130108670843,7342,10159.98043123504,1
name61,54,high school or lower,0,0,LowSkilled,1196.0,1730.954675432132,-534.954675432132,0.44728651791984286,11948.531974106229,0.33407064789810736,36,10.43769786750699,5844,5955.999431535341,1
name62,59,ausbildung,2,1,Unemployed_MediumSkilled,2000.0,2144.4133296872606,-144.41332968726056,0.07220666484363028,33801.24264481006,0.6822881512600221,12,16.97282798724866,17349,23345.595274036652,1
name63,53,post graduate degree,0,1,HighSkilled,10586.0,4707.856523457264,5878.143476542736,0.0,186134.21665922255,0.5031737243372749,36,17.027779442913264,58969,77707.41097165033,1
name64,30,high school or lower,1,2,LowSkilled,1097.0,1201.439065678912,-104.4390656789119,0.09520425312571733,23343.32075960931,0.9651860440817931,36,21.374439220864375,0,1598.9178576758434,1
name65,52,bachelor degree,1,0,HighSkilled,8925.0,7328.929995092373,1596.0700049076268,0.0,148607.84189757606,0.4593516746436466,60,16.47190721486481,65375,88092.84941066448,0
name66,36,ausbildung,0,0,MediumSkilled,2484.0,1507.6649367926327,976.3350632073673,0.0,32220.02357912476,0.7351484024307604,24,12.577974442800883,41901,46799.83831462983,0
name67,38,bachelor degree,1,0,Unemployed_HighSkilled,2250.0,1675.7953881732865,574.2046118267135,0.0,43084.16089678174,0.771898653345974,48,18.893313904424456,61845,61470.875624321416,1
name68,60,ausbildung,0,0,MediumSkilled,3931.0,2783.3446823197833,1147.6553176802167,0.0,117530.16048326126,0.8218711946463233,48,29.6063355801529,10936,17779.64233126409,0
name69,53,ausbildung,1,0,MediumSkilled,3653.0,3363.855761753994,289.1442382460059,0.0,35379.80270099553,0.5591692705562727,48,9.605983701820291,44607,56203.83220432842,1
name70,45,ausbildung,0,0,MediumSkilled,2554.0,3221.081742143882,-667.0817421438819,0.2611909718652631,62474.763418794566,0.42599823797449377,36,24.7227271577676,45203,44583.11083997665,0
name71,56,post graduate degree,2,1,HighSkilled,7731.0,17457.82944881524,-9726.829448815239,1.2581592871317084,241642.66380645082,0.8892988388239044,12,32.51448625731032,43312,43463.00116155527,1
name72,34,ausbildung,0,0,MediumSkilled,1667.0,1954.962270751576,-287.96227075157594,0.17274281388816792,27658.901279060727,0.20307297910472574,36,16.764765176852013,0,3430.825297678487,1
name73,34,bachelor degree,0,0,HighSkilled,2505.0,2966.861678608493,-461.8616786084931,0.18437591960418886,11802.96467869939,0.6333091042684109,60,4.8961382663903725,66072,67039.42073227571,0
name74,54,ausbildung,1,0,MediumSkilled,4382.0,3292.9721808932836,1089.0278191067164,0.0,21999.492299531565,0.9143940591300771,24,4.771899698864639,27286,30623.510236495844,0
name75,44,ausbildung,1,1,MediumSkilled,2693.0,2448.450181195862,244.54981880413789,0.0,65601.96800188365,0.9571807537831154,24,24.269371772402344,14096,21697.468128205346,0
name76,46,high school or lower,1,0,LowSkilled,1914.0,1065.1080095965706,848.8919904034294,0.0,85686.38627861324,0.6777214176478736,24,44.32470965946176,0,3763.6779059885353,0
name77,33,ausbildung,1,0,MediumSkilled,1781.0,1390.5912402611168,390.4087597388832,0.0,61408.05114986322,0.9965605453329218,12,34.260327001754256,36589,41826.368394567275,1
name78,35,ausbildung,0,2,Unemployed_MediumSkilled,900.0,891.0318478533023,8.968152146697662,0.0,27143.992969742943,0.2550912335617171,60,30.15002757510694,0,1708.609836404109,0
name79,32,ausbildung,0,0,MediumSkilled,2040.0,2127.207731502176,-87.2077315021761,0.04274888799126279,24459.108520443315,0.9554484616642805,48,12.032507966639947,21518,28337.93629648789,0
name80,52,bachelor degree,0,0,Unemployed_HighSkilled,4000.0,2810.031956904236,1189.9680430957642,0.0,88678.21535384697,0.6128856003418524,60,21.8720618276878,33671,34836.1816358828,1
name81,50,bachelor degree,3,0,Unemployed_HighSkilled,3500.0,3624.9385211867293,-124.9385211867293,0.03569672033906551,132183.6223009005,0.7594364224153153,60,37.802445949167776,31442,41143.07963041869,1
name82,34,bachelor degree,1,0,HighSkilled,2649.0,2927.905720214322,-278.9057202143222,0.10528717259883812,37046.009120994306,0.43003532308110937,36,14.090190578032702,15448,23494.78084973846,0
name83,31,ausbildung,1,0,MediumSkilled,2139.0,1545.5764984333364,593.4235015666636,0.0,39947.097384455075,0.973204035775722,36,18.398164508129224,36526,43824.58815442339,1
name84,40,ausbildung,1,1,MediumSkilled,2599.0,1828.6697328779574,770.3302671220426,0.0,64694.6409062814,0.7388509741228442,24,24.595733220145963,11410,15153.40069119873,1
name85,41,ausbildung,0,1,MediumSkilled,1920.0,1908.0466936293776,11.953306370622386,0.0,18263.650683643056,0.33306113574664764,24,9.506092383996059,19702,22354.539709397628,0
name86,43,high school or lower,0,0,LowSkilled,1515.0,860.5279620523155,654.4720379476845,0.0,35383.36738763849,0.659659948436228,60,22.923363267122646,12942,14516.250264977645,0
name87,43,ausbildung,0,1,MediumSkilled,1826.0,2034.9308106388378,-208.93081063883778,0.11441994010889255,42481.0160894383,0.32041933227688013,48,23.378941347249253,33821,34121.0936880325,0
name88,51,bachelor degree,1,1,HighSkilled,11528.0,4470.1711478512025,7057.8288521487975,0.0,158520.5822183126,0.3884001523638109,24,13.138684365558971,44264,79811.69273333985,0
name89,50,ausbildung,0,0,MediumSkilled,2679.0,1974.2102700482205,704.7897299517795,0.0,22370.75384905883,0.5333993541201911,12,8.087332631245634,13636,19840.28213286427,0
name90,37,high school or lower,0,1,LowSkilled,1648.0,749.9276793518444,898.0723206481556,0.0,9175.205978252588,0.7598957779751989,24,5.022532559225991,23641,24889.92123095656,0
name91,39,bachelor degree,0,0,HighSkilled,4841.0,3947.911673816759,893.088326183241,0.0,46395.65843299281,0.2632425777398808,36,9.399415432102781,51238,62077.861575876486,0
name92,40,ausbildung,0,1,MediumSkilled,2095.0,2493.2301085860454,-398.2301085860454,0.1900859706854632,29209.01348240549,0.44541401431746164,36,14.132335842955387,40242,53919.681041632335,0
name93,43,ausbildung,0,0,Unemployed_MediumSkilled,1300.0,996.7401762981361,303.25982370186387,0.0,31204.445228209923,0.3653062671586618,36,23.770142618852354,19877,23905.6929553565,0
name94,59,bachelor degree,1,0,HighSkilled,9023.0,5237.64695831754,3785.3530416824597,0.0,101727.76103971033,0.8204302769594956,60,10.854749861246576,75728,109100.28872423449,0
name95,60,high school or lower,0,0,LowSkilled,1950.0,1789.2291566552735,160.77084334472647,0.0,38188.794072601464,0.46182939507060516,24,19.501550373977814,0,3405.229542602219,0
name96,36,ausbildung,0,0,Unemployed_MediumSkilled,1150.0,1051.3252403786867,98.67475962131334,0.0,12948.467973967356,0.4177674222237592,48,11.173733229866123,23683,27033.71805626622,1
name97,42,high school or lower,0,0,LowSkilled,2031.0,1076.7770276889687,954.2229723110313,0.0,42951.83051272968,0.7534299616739489,24,20.678290271008688,0,3304.7683438048057,0
name98,41,bachelor degree,0,0,Unemployed_HighSkilled,3000.0,2114.269240950222,885.730759049778,0.0,74024.17794558757,0.6204026431206695,48,24.379482395512596,22714,27765.082872422136,0
name99,57,high school or lower,0,0,LowSkilled,1983.0,2282.619127857887,-299.6191278578872,0.15109386175385134,34189.344068733815,0.8006184316258593,48,17.39231628673308,0,2691.917780437048,0
name100,46,ausbildung,1,2,MediumSkilled,2610.0,3373.4694395283896,-763.4694395283896,0.29251702663922974,39370.74314937954,0.6244363737568133,60,15.377092945941733,34769,43573.87024506654,0
name101,53,ausbildung,1,1,MediumSkilled,3555.0,3268.6043601369593,286.39563986304074,0.0,43427.71203370872,0.4988482213140632,12,12.13539139067389,0,7875.5677550183,1
name102,60,high school or lower,0,0,LowSkilled,1372.0,969.5174043205302,402.4825956794698,0.0,79519.38705315963,0.979777647084634,24,57.665382257638605,12127,14368.591477149792,1
name103,46,bachelor degree,2,0,HighSkilled,8103.0,5496.003658673811,2606.9963413261894,0.0,35787.958659764015,0.4151066423808467,48,4.094898471978012,61079,89955.84053692565,1
name104,44,high school or lower,1,1,Unemployed_LowSkilled,750.0,851.9264657237171,-101.92646572371711,0.1359019542982895,9629.998163491757,0.9750420488937573,24,12.97589950562063,7903,8859.210556484797,1
name105,34,bachelor degree,0,0,HighSkilled,2314.0,3574.860530975365,-1260.8605309753648,0.544883548390391,94810.34870242041,0.20582430987935338,12,41.51737650535686,31187,39094.269488802995,0
name106,58,ausbildung,2,0,MediumSkilled,4986.0,2908.756922123359,2077.243077876641,0.0,96496.1287271774,0.6055433181566583,24,18.936800170337097,0,12052.503910409854,0
name107,42,ausbildung,0,1,Unemployed_MediumSkilled,1300.0,1263.2141689517052,36.78583104829477,0.0,18146.212351992406,0.8421909207636346,12,13.930328093033932,0,2111.2460719032397,0
name108,41,post graduate degree,0,1,HighSkilled,5316.0,4467.7036394872,848.2963605127998,0.0,55063.585713183464,0.6334539313254106,36,10.198511917357159,46321,66128.42838707422,1
name109,48,bachelor degree,0,0,HighSkilled,6101.0,5518.821546601432,582.1784533985683,0.0,72556.70298673148,0.585478428746905,12,11.79716842047745,43603,61263.76729482828,0
name110,49,bachelor degree,1,0,HighSkilled,6127.0,3802.8485609306026,2324.1514390693974,0.0,144920.8944406668,0.670921215765457,24,23.27350138756282,35269,65088.329417729874,1
name111,54,post graduate degree,1,1,Unemployed_HighSkilled,4000.0,3885.943295679174,114.05670432082616,0.0,44665.15869287731,0.42045990881627837,48,11.13777549713912,55930,69004.20692174087,1
name112,51,ausbildung,0,1,MediumSkilled,4606.0,3750.4048352382847,855.5951647617153,0.0,30768.4176842238,0.508758200312974,36,6.494316656418169,0,9430.390058121257,0
name113,55,bachelor degree,2,1,HighSkilled,8665.0,5787.83464058486,2877.1653594151403,0.0,88577.2548534577,0.5834722913857437,48,9.890373859670232,59188,85088.66894449166,1
name114,51,post graduate degree,0,1,HighSkilled,6859.0,3741.174934295007,3117.825065704993,0.0,58838.21479002356,0.8752336536912212,36,8.123690002087558,52298,72325.6897654767,1
name115,56,post graduate degree,0,1,Unemployed_HighSkilled,4500.0,4378.192152744549,121.80784725545072,0.0,85561.35328861717,0.7823439067353486,24,18.98656565363594,71198,81710.8216312485,0
name116,52,high school or lower,0,1,LowSkilled,2325.0,2199.510682062965,125.48931793703514,0.0,67915.0885810669,0.33379946977021013,60,29.156816887367683,0,4341.0642574995445,0
name117,58,ausbildung,1,1,MediumSkilled,4117.0,4600.770445788938,-483.77044578893765,0.11750557342456586,59181.5814356596,0.2166082725099684,48,14.492434268022478,46038,55108.67625487062,0
name118,30,high school or lower,0,1,LowSkilled,602.0,752.3900789547604,-150.39007895476038,0.24981740690159532,21748.971611511955,0.9584032704001302,24,36.377677226688895,0,887.5221686719043,0
name119,32,ausbildung,0,0,MediumSkilled,1874.0,1973.3356599041722,-99.33565990417219,0.05300728916978238,36912.11036592282,0.29098340060815486,36,19.749971198413547,27249,30856.64727479453,0
name120,41,bachelor degree,0,0,HighSkilled,6662.0,4920.606120286253,1741.393879713747,0.0,26026.278842386255,0.6590555414421561,12,3.6452844435113336,15547,34278.72164646439,0
name121,32,high school or lower,1,0,LowSkilled,627.0,855.6321901494208,-228.6321901494208,0.36464464138663605,25895.00221927655,0.7198452355023128,12,41.66448869126949,13408,13587.3270979633,0
name122,45,bachelor degree,2,1,HighSkilled,5957.0,3758.675477128205,2198.324522871795,0.0,81949.02636596459,0.2058590984850225,24,13.387729031910824,64283,77362.01291277743,1
name123,56,bachelor degree,2,0,HighSkilled,7021.0,5922.925040174531,1098.0749598254688,0.0,318731.0865248921,0.9333410751119077,12,45.240423239576494,0,17377.888448845388,1
name124,52,high school or lower,0,0,LowSkilled,1737.0,2163.049774295819,-426.04977429581913,0.2452790871017957,31487.544990794893,0.5525061581070406,36,18.37282369895838,0,2605.273903856213,1
name125,40,high school or lower,0,1,LowSkilled,1205.0,989.8849942639725,215.11500573602746,0.0,38074.109017615796,0.9335042496665966,12,31.418252292016405,0,2422.1816062738576,1
name126,57,bachelor degree,1,2,HighSkilled,4500.0,11174.248271777764,-6674.248271777764,1.483166282617281,109747.02932031725,0.5782680542468591,36,25.871395020465556,56915,45734.992014671705,1
name127,32,high school or lower,0,1,LowSkilled,876.0,923.3299345712197,-47.329934571219724,0.05402960567490836,6783.15795254743,0.5621320555889642,24,7.797360601733618,12182,13337.223555265697,0
name128,52,bachelor degree,1,0,HighSkilled,10392.0,10339.83309504836,52.16690495164039,0.0,430733.28434096987,0.28182602648917543,12,41.443525542342016,72720,98406.20767888235,1
name129,35,bachelor degree,0,0,HighSkilled,2415.0,4416.820541418139,-2001.8205414181393,0.8289111972745918,49440.680407949025,0.5267890986862859,60,21.301242629137544,37878,41854.044846830926,1
name130,36,bachelor degree,0,0,HighSkilled,4874.0,3769.8889096123976,1104.1110903876024,0.0,56911.00893006485,0.7615510524324238,24,11.449917488649413,79850,92546.85874997701,0
name131,60,bachelor degree,0,0,HighSkilled,9217.0,9301.161897570199,-84.16189757019856,0.00913115954976658,448812.05523852614,0.5929056401196958,12,48.70307227255032,79166,98424.23153959063,0
name132,50,ausbildung,0,0,MediumSkilled,3495.0,2931.047536841111,563.9524631588888,0.0,79058.81465302219,0.7481223717787089,12,22.45918803715688,33126,31655.30270126558,0
name133,37,ausbildung,0,4,MediumSkilled,2313.0,2703.0885678179557,-390.08856781795566,0.16865048327624543,16161.065407438313,0.9040220857842948,24,7.1557085928475,41330,39993.0370957367,0
name134,37,ausbildung,0,0,MediumSkilled,2149.0,1803.68205508082,345.31794491918004,0.0,52052.48211271401,0.9298959436115257,12,24.061034978033888,12450,16900.53313145165,0
name135,39,bachelor degree,0,0,HighSkilled,3286.0,2752.9319470588493,533.0680529411507,0.0,27956.629443507005,0.6539440897249268,24,8.345575590555645,31797,45410.68730547645,1
name136,32,ausbildung,1,4,MediumSkilled,1853.0,2224.8367319227227,-371.8367319227227,0.20066742143697935,14545.283366232794,0.6820742157258968,24,8.050253695712637,20585,25312.302810694637,0
name137,32,ausbildung,0,0,MediumSkilled,1645.0,2483.0538505724676,-838.0538505724676,0.5094552283115305,39349.82559544277,0.741997106757158,36,24.430321851680997,14388,17546.51920438603,1
name138,38,post graduate degree,1,0,HighSkilled,3737.0,3491.608546670063,245.39145332993712,0.0,49009.96321726068,0.6299746692399201,48,13.049122762625299,30038,37993.5065062994,1
name139,56,post graduate degree,0,0,HighSkilled,8918.0,5261.2381406372715,3656.7618593627285,0.0,162073.54594311057,0.58960969520171,48,17.763712052449858,46156,87893.6632698889,0
name140,37,ausbildung,1,1,MediumSkilled,2533.0,1806.9498617604388,726.0501382395612,0.0,39537.38294889813,0.7155673215075411,36,15.32227904092324,42578,53336.35660415764,0
name141,34,high school or lower,0,0,LowSkilled,1124.0,1255.8800306396058,-131.88003063960582,0.11733098811352831,22721.528649144435,0.4965795208773735,24,20.332214127921745,5143,6164.918306783883,1
name142,50,bachelor degree,1,0,HighSkilled,7276.0,3390.889984070783,3885.110015929217,0.0,115840.15751439477,0.49107142540819065,48,15.38689492832127,45915,73092.20871341773,1
name143,51,high school or lower,0,0,LowSkilled,1901.0,2717.9596428665845,-816.9596428665845,0.4297525738382875,17079.213475649525,0.8781822220925352,48,9.414083702533462,22257,25746.244834870202,1
name144,60,ausbildung,0,1,MediumSkilled,5096.0,5087.925067157131,8.074932842869202,0.0,168290.20065300702,0.9599095383481665,48,33.02239515701808,39701,56176.6486721299,1
name145,47,high school or lower,1,0,LowSkilled,2165.0,1278.3357001266388,886.6642998733612,0.0,35976.75051135266,0.5297631546173147,12,16.207892014540093,0,4472.565090118322,0
name146,30,bachelor degree,0,1,HighSkilled,2945.0,3176.3856035793256,-231.38560357932556,0.07856896556174042,36146.13354241535,0.47156457081886977,60,12.352298521560163,15673,20378.23634691465,0
name147,47,high school or lower,2,3,LowSkilled,2368.0,1991.2182343387526,376.7817656612474,0.0,64340.02556329719,0.41668054187988257,24,27.011504982109773,10654,13838.025860141906,0
name148,36,post graduate degree,2,0,HighSkilled,4706.0,2652.274253364358,2053.725746635642,0.0,231865.47314884342,0.4125035662089971,48,48.83377547858219,0,13653.14395079893,0
name149,54,bachelor degree,0,0,Unemployed_HighSkilled,4000.0,2233.589255074804,1766.410744925196,0.0,81444.65540665093,0.22483177056006357,60,19.919561165431436,56658,68026.39229758705,0
name150,50,bachelor degree,0,0,HighSkilled,4234.0,12898.289697724224,-8664.289697724224,2.0463603442900857,115378.35362057343,0.9461102428809425,24,29.2967981384737,27876,24534.998806655676,1
