name,age,educational level,number of not paid past credits,dependents,profession,working sector,monthly income,monthly expenditure,savings (debt),debt-to-income ratio before credit,credit: monthly amount,credit-to-income ratio,type of credit,requested_loan_duration,debt-to-income ratio after credit,collateral,collateral type,estimated seizable assets,y-categorical-default
name13,60,ausbildung,0,0,MediumSkilled,Nursing,9848,5989.000704667442,3858.999295332558,0.0,2862.320169147584,0.8220769858204147,simple loans,48,0.0,25747,car,54887.27766029403,0
name14,30,high school or lower,1,0,LowSkilled,Agriculture,1006,742.5622883674757,263.43771163252427,0.0,994.9579354745956,0.9934231449812627,auto loans,36,0.7271572801611047,0,none,1779.331303000786,1
name15,46,ausbildung,1,0,MediumSkilled,Electrician,4550,2922.6208528825373,1627.3791471174627,0.0,3368.3887349022752,0.9978620782182592,auto loans,24,0.38263946984281594,10834,liquid assets,22633.77594996788,1
name16,47,high school or lower,0,1,LowSkilled,Transportation,2843,3362.4161905113383,-519.4161905113383,0.18270003183655936,1392.9385143967584,0.24881274713329762,auto loans,12,0.6726537829434037,0,none,4343.897258034677,0
name17,57,ausbildung,0,0,MediumSkilled,Nursing,9696,6076.267879226078,3619.7321207739224,0.0,6483.47989125589,0.3230565137086302,mortgages,24,0.29535352418337124,46629,car,74666.63971621402,0
name18,31,ausbildung,3,1,MediumSkilled,IT Support,1240,662.5769575424895,577.4230424575105,0.0,456.59677362392307,0.9179287314009366,mortgages,48,0.0,41042,car,46508.28400327631,1
name19,61,high school or lower,1,0,Unemployed_LowSkilled,Agriculture,2485,2417.3132959035424,67.68670409645756,0.0,1376.7600870766462,0.5849278566712961,simple loans,36,0.5267900937546031,19733,liquid assets,23465.94235115533,1
name20,35,high school or lower,1,1,LowSkilled,Transportation,1023,922.4390735410865,100.56092645891351,0.0,657.7884567887521,0.2594765791204881,auto loans,48,0.5446994431376722,22933,car,21554.672962985744,0
name21,37,high school or lower,3,1,LowSkilled,Agriculture,1107,839.4721583291381,267.5278416708619,0.0,857.7818198938822,0.9960816400542997,auto loans,48,0.5332014256757185,21328,car,23246.47540476638,1
name22,54,ausbildung,1,0,MediumSkilled,IT Support,9060,10545.720675289482,-1485.7206752894817,0.1639868295021503,4942.197530156808,0.9899789254895354,simple loans,12,0.7094832456342484,13395,liquid assets,30139.69655145339,1
name23,34,bachelor degree,0,0,HighSkilled,Research,1675,1586.3830438941561,88.61695610584388,0.0,875.9053654922351,0.9488910382910345,mortgages,12,0.47002293097694997,16599,liquid assets,22350.853725449782,0
name24,31,bachelor degree,1,0,HighSkilled,Engineering,1706,1409.7368220780425,296.26317792195755,0.0,1070.0455503849341,0.2697033794017938,simple loans,60,0.4535652828036205,76572,house,79084.36305527335,0
name25,33,ausbildung,0,0,MediumSkilled,Nursing,1254,931.9062959343604,322.0937040656396,0.0,802.3376097963779,0.2641869313955534,auto loans,48,0.38296962179484717,0,none,2854.635834807018,0
name26,38,post graduate degree,2,1,HighSkilled,Research,2287,2271.4015122094634,15.598487790536637,0.0,1236.1439208581478,0.4862315522077643,mortgages,36,0.5336884272267648,44011,car,39954.64050739284,1
name27,37,high school or lower,2,2,LowSkilled,Manufacturing,1103,1083.5345220918803,19.465477908119738,0.0,733.7949161265848,0.9917613708469823,mortgages,12,0.6476241506967045,0,none,1815.0189620023766,1
name28,55,high school or lower,0,0,Unemployed_LowSkilled,Manufacturing,2362,2237.561165135411,124.4388348645889,0.0,1799.3855846545005,0.862346407881385,simple loans,24,0.7091222480058897,23261,car,22405.832183976054,0
name29,59,high school or lower,0,3,LowSkilled,Agriculture,4919,5151.828098377542,-232.82809837754212,0.04733240463052289,3586.346901052609,0.42896706936749107,mortgages,24,0.7764128886826899,0,none,6859.408600201444,1
name30,63,high school or lower,0,3,LowSkilled,Transportation,4959,4255.786663735499,703.2133362645009,0.0,2649.9030541120937,0.3710224699763609,simple loans,24,0.3925569102334327,7160,liquid assets,15079.239571158088,1
name31,30,post graduate degree,0,0,HighSkilled,Engineering,1600,1259.9038254104366,340.09617458956336,0.0,1091.8388258222856,0.7698779597304417,mortgages,48,0.46983915702045137,52140,house,57765.00574527403,0
name32,48,ausbildung,0,0,MediumSkilled,Teacher,5957,2996.976884612414,2960.023115387586,0.0,3733.8060899884117,0.5629457124762675,auto loans,24,0.12989474141360174,22279,car,35568.39691471736,0
name33,44,high school or lower,3,0,LowSkilled,Agriculture,1947,1298.4925856010314,648.5074143989686,0.0,1303.130144914762,0.9633336835123001,auto loans,48,0.3362212277944496,0,none,3152.44314064923,1
name34,34,ausbildung,0,0,MediumSkilled,Teacher,1243,816.0708228399924,426.9291771600076,0.0,588.938389732532,0.9474865813460758,simple loans,48,0.13033725870677743,0,none,2677.9794890362223,0
name35,31,ausbildung,0,1,MediumSkilled,Nursing,1200,642.5461124559969,557.4538875440031,0.0,658.2337223011818,0.9775620167205572,auto loans,24,0.08398319563098226,0,none,3016.332322036218,0
name36,39,ausbildung,0,0,MediumSkilled,Nursing,1623,1664.5424201255842,-41.54242012558416,0.02559606908538765,484.01239461386854,0.4652492264443107,mortgages,24,0.32381689139830727,16964,liquid assets,21548.62094402273,0
name37,54,ausbildung,0,0,MediumSkilled,IT Support,9047,5981.146248442717,3065.8537515572834,0.0,6965.372916168829,0.466176107354896,simple loans,12,0.43102897807135465,45470,car,63179.15640781129,1
name38,47,high school or lower,0,0,Unemployed_LowSkilled,Agriculture,1408,935.5492477458565,472.4507522541435,0.0,667.4901239741057,0.8943732064800649,simple loans,12,0.13852228105110953,16763,liquid assets,20822.918198790412,1
name39,49,bachelor degree,1,0,HighSkilled,Finance,13160,17111.143217378336,-3951.143217378336,0.3002388463053447,8287.321304843595,0.8312910299436702,simple loans,24,0.929974507767624,52933,house,83812.19111455999,0
name40,34,high school or lower,0,1,LowSkilled,Manufacturing,1037,476.3954094808156,560.6045905191844,0.0,862.6373298550624,0.4504796811282451,simple loans,48,0.2912562577973751,0,none,2251.599922617934,0
name41,59,ausbildung,1,3,MediumSkilled,IT Support,9812,8384.437696363366,1427.5623036366342,0.0,4390.152607255985,0.9979943119381594,auto loans,36,0.30193541618623626,37760,car,51287.197771215535,1
name42,43,high school or lower,0,1,LowSkilled,Transportation,1644,1588.7851790881587,55.21482091184134,0.0,1311.6769992345512,0.2952370664644876,auto loans,60,0.7642713980065146,6028,liquid assets,9127.020416410842,0
name43,36,high school or lower,1,0,LowSkilled,Transportation,1064,833.386384543053,230.61361545694695,0.0,976.3710627024187,0.9348313510522559,auto loans,48,0.7008998564337141,23062,car,24249.661363209263,1
name44,54,bachelor degree,0,1,HighSkilled,Research,18184,8246.14142669101,9937.85857330899,0.0,5295.95247052328,0.5458151239362707,auto loans,12,0.0,51483,house,88448.02861002026,0
name45,53,high school or lower,0,0,LowSkilled,Agriculture,4479,4617.843637703635,-138.84363770363507,0.030998802791613097,1180.4990294453155,0.9911145514740423,auto loans,48,0.29456188148000684,6767,liquid assets,13672.602872579351,0
name46,33,high school or lower,0,0,LowSkilled,Construction,1046,1129.2085587042247,-83.20855870422474,0.07954929130423015,1029.5926405356004,0.26482148719446635,simple loans,36,1.0638634791967736,0,none,1586.3324478389231,0
name47,59,post graduate degree,0,0,HighSkilled,Engineering,19596,13737.348897928208,5858.651102071792,0.0,9406.697121327856,0.5046487644472015,simple loans,12,0.1810597070451145,41365,car,101714.0687465421,0
name48,38,bachelor degree,1,1,HighSkilled,Consultant,2280,1390.1744759873347,889.8255240126653,0.0,756.4472197808112,0.5334984989648902,mortgages,24,0.0,60811,house,71089.84397252236,0
name49,60,ausbildung,0,0,MediumSkilled,Nursing,9843,6292.427217144333,3550.5727828556674,0.0,6293.297513565933,0.6476189998636781,auto loans,36,0.27864723465511176,44648,car,68670.85971101768,1
name50,45,ausbildung,0,1,MediumSkilled,IT Support,3837,2726.3624380019023,1110.6375619980977,0.0,1129.982355159515,0.7303590091755061,simple loans,24,0.005041645337872642,49232,car,57019.32868777761,0
name51,31,ausbildung,1,0,MediumSkilled,Nursing,1256,676.7702456577005,579.2297543422995,0.0,1216.315716002615,0.8997060985387373,auto loans,24,0.5072340459078946,41962,car,50192.53835639741,0
name52,43,ausbildung,0,0,MediumSkilled,Nursing,2758,2634.6672073800623,123.33279261993766,0.0,2400.006963400439,0.943750527390726,mortgages,36,0.8254801199349171,15834,liquid assets,21116.984077197034,1
name53,30,high school or lower,0,0,LowSkilled,Cleaning Services,1000,1156.912339548997,-156.9123395489969,0.1569123395489969,942.4709429718059,0.37836579562525846,mortgages,48,1.0993832825208028,16129,liquid assets,16126.125034904931,1
name54,42,bachelor degree,0,1,HighSkilled,Research,3956,3912.814165881757,43.18583411824284,0.0,3522.3188285728806,0.5950485325709678,mortgages,24,0.8794572786791299,0,none,9687.988600005261,0
name55,37,high school or lower,0,0,LowSkilled,Manufacturing,1125,898.6280717997685,226.37192820023154,0.0,806.7451873772785,0.4713141049387064,simple loans,36,0.5158873414907085,0,none,2136.9627577805563,1
name56,57,high school or lower,1,0,LowSkilled,Cleaning Services,4871,2321.6208325555344,2549.3791674444656,0.0,1698.5843270033022,0.5826740019527603,auto loans,24,0.0,11139,liquid assets,23342.229400218315,1
name57,40,high school or lower,0,1,LowSkilled,Agriculture,1261,1149.2746160664478,111.72538393355217,0.0,1007.8492781353053,0.2726986376733626,mortgages,24,0.7106454355287495,7943,liquid assets,10235.054375706943,0
name58,45,high school or lower,0,1,LowSkilled,Transportation,2197,2248.172016580525,-51.172016580524996,0.023291769039838414,966.397835664515,0.5066666384668692,auto loans,24,0.46316333738964044,0,none,3375.670855773496,0
name59,43,high school or lower,1,0,LowSkilled,Manufacturing,1711,1194.3947829458598,516.6052170541402,0.0,706.0980430201777,0.3401485631649617,auto loans,60,0.11074975217185123,13796,liquid assets,14612.539864350714,0
name60,34,high school or lower,1,1,LowSkilled,Agriculture,1033,861.6928208919791,171.30717910802093,0.0,675.3720571692461,0.5584201318089494,simple loans,36,0.48796212784242515,0,none,1715.698201746508,0
name61,44,high school or lower,0,1,LowSkilled,Agriculture,1928,1342.9375540856731,585.0624459143269,0.0,1351.1124238661062,0.617743957405742,simple loans,60,0.39732882673847475,5345,liquid assets,10924.09570386238,1
name62,52,post graduate degree,1,0,HighSkilled,Engineering,16659,10190.222645427099,6468.7773545729015,0.0,12606.781280089017,0.6167419532433389,auto loans,24,0.36844972240327245,56412,house,111076.33052402441,0
name63,60,bachelor degree,1,0,Unemployed_HighSkilled,Finance,9905,7402.17858036899,2502.82141963101,0.0,4426.356309903568,0.5073096366822321,auto loans,36,0.19419837357623002,13392,liquid assets,37735.09578768221,1
name64,31,post graduate degree,0,0,HighSkilled,Doctor,1681,1369.8059607329683,311.1940392670317,0.0,387.5698651225975,0.5536030229572568,auto loans,12,0.045434756606523366,0,none,4224.64034226125,0
name65,58,ausbildung,0,2,MediumSkilled,Artist,9711,8658.629617540611,1052.3703824593886,0.0,3749.56188011118,0.8502199211282436,simple loans,60,0.2777460094379355,49203,car,63764.116541779564,0
name66,34,high school or lower,0,1,LowSkilled,Construction,1076,1200.4437151446093,-124.44371514460931,0.1156540103574436,1057.5174063970926,0.7816623453363718,mortgages,24,1.0984768787562285,23795,car,21471.71826512104,1
name67,60,high school or lower,0,1,LowSkilled,Agriculture,4950,3118.2509979657925,1831.7490020342075,0.0,4336.556921452273,0.45047136644871616,auto loans,60,0.5060218019026395,21460,car,26796.757181597564,0
name68,32,bachelor degree,0,1,HighSkilled,Doctor,1730,1524.803791010232,205.1962089897679,0.0,1663.9471830264836,0.5399215146063003,auto loans,48,0.8432086555125524,54788,house,57462.62744953868,0
name69,38,ausbildung,0,0,MediumSkilled,Artist,1551,912.1008473892845,638.8991526107155,0.0,1236.5555152699899,0.212216296925965,mortgages,24,0.38533614613750766,37117,car,30627.018714239417,0
name70,63,ausbildung,0,0,MediumSkilled,Artist,9984,11004.254489513645,-1020.2544895136452,0.10218895127340197,3366.8853587592507,0.24847787994300274,auto loans,12,0.43941705211066673,0,none,20557.163231102037,1
name71,56,bachelor degree,1,2,HighSkilled,Doctor,19151,23151.57397561246,-4000.5739756124603,0.2088963487866148,8872.690050993398,0.9993531389665146,mortgages,12,0.67219800671536,50780,house,98722.23161559558,0
name72,41,ausbildung,0,0,MediumSkilled,Nursing,2040,2228.66283211397,-188.66283211397013,0.09248178044802458,1086.205718030076,0.7729829464883007,auto loans,24,0.624935563796101,0,none,3613.8600708642466,0
name73,38,ausbildung,1,1,MediumSkilled,Teacher,1540,689.382994931111,850.617005068889,0.0,356.4003770728923,0.9808844484889734,auto loans,24,0.0,41515,car,48008.35395007656,0
name74,45,post graduate degree,1,1,HighSkilled,Consultant,7191,7411.740846058422,-220.740846058422,0.03069682186878348,6798.579375226841,0.9125294501846122,auto loans,24,0.9761257434689561,41732,car,60514.74363446726,0
name75,38,ausbildung,0,0,MediumSkilled,IT Support,1474,946.3042873387207,527.6957126612793,0.0,1448.189137299405,0.3280400947210872,auto loans,36,0.6244867195645357,25679,car,29840.330842342177,0
name76,46,high school or lower,2,0,LowSkilled,Cleaning Services,2492,1460.5283383107708,1031.4716616892292,0.0,1320.8250429886577,0.465156464011417,auto loans,12,0.11611291384407244,13482,liquid assets,16289.808991799471,0
name77,49,bachelor degree,0,0,HighSkilled,Finance,13010,8527.520491539553,4482.479508460447,0.0,3255.551793563387,0.3071793182830794,auto loans,48,0.0,12662,liquid assets,45986.3404247973,0
name78,47,ausbildung,1,0,MediumSkilled,Teacher,5181,2847.708254077399,2333.291745922601,0.0,1853.0481935533733,0.46111883832013006,mortgages,48,0.0,46480,car,48600.26046236023,0
name79,51,ausbildung,0,0,MediumSkilled,Teacher,8029,5925.7264189313655,2103.2735810686345,0.0,6208.1880397536515,0.7435084373562324,auto loans,12,0.511260986260433,0,none,22000.789353976324,0
name80,54,ausbildung,0,0,MediumSkilled,IT Support,9113,7055.108216180358,2057.891783819642,0.0,3268.3084841044724,0.7278634497237848,simple loans,36,0.13282307695433232,32115,car,58289.15704448466,0
name81,53,bachelor degree,0,0,HighSkilled,Research,17680,15705.0026455617,1974.9973544382992,0.0,11345.891229294122,0.8498258374697956,auto loans,24,0.53002793409818,16162,liquid assets,63989.84060523235,0
name82,38,high school or lower,0,0,LowSkilled,Transportation,1157,577.83816303335,579.16183696665,0.0,352.98991097112804,0.9904315964355168,auto loans,24,0.0,10569,liquid assets,10476.738380992289,0
name83,42,bachelor degree,0,0,HighSkilled,Research,4151,3397.596084719443,753.4039152805572,0.0,2126.1052605184177,0.42041260881795117,mortgages,12,0.3306917237383427,47243,car,60353.73548392969,0
name84,49,ausbildung,1,1,MediumSkilled,Teacher,6751,4296.501210698744,2454.498789301256,0.0,4348.184278051486,0.5895084621379989,auto loans,24,0.2805044421197201,45437,car,65176.28493779946,0
name85,44,ausbildung,2,2,Unemployed_MediumSkilled,Nursing,1635,2216.358096518373,-581.3580965183728,0.35557070123447876,1318.025365682888,0.7610029396202083,auto loans,48,1.1617024233646855,18703,liquid assets,23929.45390048271,1
name86,52,bachelor degree,0,0,HighSkilled,Consultant,16757,20323.19359301134,-3566.1935930113395,0.21281814125507786,9245.487201622711,0.6228051184298737,mortgages,24,0.7645569490143851,59921,house,94339.98111911988,0
name87,39,ausbildung,0,0,MediumSkilled,IT Support,1631,1364.6376345164906,266.3623654835094,0.0,1590.5199759878678,0.27188866322279903,simple loans,12,0.8118685533441805,30663,car,30735.51049332844,1
name88,61,high school or lower,0,1,LowSkilled,Agriculture,4984,4072.2875370931324,911.7124629068676,0.0,2128.0101556674767,0.9412906631322613,mortgages,48,0.24404046804988144,0,none,7315.97683145766,0
name89,62,bachelor degree,0,0,HighSkilled,Research,19806,12834.0317288096,6971.968271190401,0.0,4665.233608978646,0.9891414351343977,mortgages,36,0.0,13574,liquid assets,60373.92043368247,1
name90,55,bachelor degree,0,1,Unemployed_HighSkilled,Finance,9369,9081.89465658152,287.1053434184796,0.0,3503.8774908308264,0.27804123638472933,simple loans,48,0.3433421013355051,75844,house,100830.01161581387,0
name91,56,ausbildung,0,1,MediumSkilled,Artist,9605,8942.802463041755,662.1975369582451,0.0,5290.825289158545,0.5559788701804225,auto loans,12,0.4818977357834774,37500,car,61734.745147176174,0
name92,58,bachelor degree,0,0,HighSkilled,Doctor,19426,10272.302482538002,9153.697517461998,0.0,10638.998627479945,0.9971598103302615,simple loans,12,0.07645944147111843,41024,car,89016.45011900846,0
name93,43,ausbildung,0,1,MediumSkilled,Electrician,2738,2887.9018779345133,-149.90187793451332,0.05474867711267835,1261.5052897114535,0.2024887208900961,mortgages,12,0.5154883738663136,0,none,5594.127735501078,0
name94,45,high school or lower,0,2,LowSkilled,Manufacturing,2184,2197.6910280234642,-13.691028023464241,0.006268785725029415,1709.0040291597263,0.4408200691400623,mortgages,60,0.7887797880875415,0,none,3922.2339964479934,0
name95,37,ausbildung,2,0,MediumSkilled,Teacher,1453,1273.202611063658,179.79738893634203,0.0,523.7109616907419,0.36831906730897307,auto loans,12,0.23669206658940115,23917,car,26844.466095257816,1
name96,47,high school or lower,0,1,Unemployed_LowSkilled,Transportation,1425,1025.9937484461184,399.0062515538816,0.0,475.8910040886383,0.8182398862608429,auto loans,60,0.053954212305092404,0,none,2665.0745947772866,0
name97,35,bachelor degree,0,0,Unemployed_HighSkilled,Research,962,743.8327575655993,218.1672424344007,0.0,929.1562943564772,0.5459606861698536,mortgages,48,0.7390738585468571,24449,car,27637.964632695985,0
name98,30,high school or lower,0,0,LowSkilled,Manufacturing,1042,753.1556694478088,288.8443305521912,0.0,588.2537536427791,0.6157681272662325,auto loans,36,0.28734109701591926,0,none,1797.1538943262042,1
name99,33,high school or lower,0,1,LowSkilled,Construction,1010,1010.9510954053017,-0.9510954053016576,0.000941678619110552,300.8796183269147,0.6895745440388952,auto loans,12,0.29884229082397656,7720,liquid assets,8390.690168689971,0
name100,45,ausbildung,1,1,MediumSkilled,Teacher,3861,3030.8850839387887,830.1149160612113,0.0,2909.5915331773363,0.3145613821760027,mortgages,24,0.5385849824180587,47004,car,51364.942588016296,1
name101,54,ausbildung,0,0,MediumSkilled,Electrician,9118,9671.638696693695,-553.6386966936952,0.06071931308331819,2719.2600836374577,0.503927360079959,auto loans,12,0.35894919722868535,24949,car,40080.5858656986,0
name102,55,post graduate degree,0,2,HighSkilled,Consultant,18665,13127.060075914222,5537.939924085778,0.0,9990.832042353508,0.7167814941979616,auto loans,24,0.2385690928619196,33108,car,101213.96278511452,0
name103,48,high school or lower,1,1,LowSkilled,Agriculture,3177,2935.16384201119,241.8361579888101,0.0,3019.029623161184,0.9909465572523996,auto loans,60,0.8741559537841908,15019,liquid assets,24052.939601605693,1
name104,64,bachelor degree,0,0,HighSkilled,Consultant,19794,19613.666976563665,180.33302343633477,0.0,16067.840470984029,0.6608441461374099,auto loans,36,0.8026425910653578,0,none,45521.47147931043,1
name105,57,post graduate degree,0,1,HighSkilled,Doctor,19377,12789.932623715886,6587.067376284114,0.0,4056.58025505327,0.5164530654247971,mortgages,48,0.0,15643,liquid assets,68374.97758631599,0
name106,50,bachelor degree,1,1,HighSkilled,Finance,14547,14058.108838990005,488.8911610099949,0.0,9806.824141207779,0.7524377701933566,mortgages,48,0.6405398350311255,36853,car,63583.573965832744,0
name107,37,high school or lower,1,1,LowSkilled,Transportation,1076,918.7491863406472,157.25081365935284,0.0,850.5720141522702,0.9297235607077863,simple loans,24,0.6443505580789195,0,none,1584.2401855973135,0
name108,35,ausbildung,1,0,MediumSkilled,Electrician,1248,529.8612836308206,718.1387163691794,0.0,537.9779302052731,0.7331390690946671,auto loans,48,0.0,30460,car,30563.755826932622,0
name109,37,ausbildung,0,0,MediumSkilled,Teacher,1434,1598.2658159689124,-164.26581596891242,0.11455077822099889,1101.6379317771098,0.3692690790447301,mortgages,24,0.8827780667684952,22156,car,22840.405514391103,1
name110,65,high school or lower,0,2,LowSkilled,Construction,5000,4189.719810495772,810.2801895042276,0.0,1991.9294395258255,0.4893020440275227,mortgages,24,0.23632985000431958,15029,liquid assets,24900.650952828077,0
name111,47,ausbildung,1,0,MediumSkilled,Nursing,5225,6878.578060856851,-1653.5780608568512,0.31647427002045,1313.3654483884943,0.4166175261102119,mortgages,48,0.567836078324468,0,none,9151.739069035804,1
name112,59,bachelor degree,0,2,HighSkilled,Engineering,19638,17672.103632131595,1965.896367868405,0.0,10201.587633166617,0.6156920660344101,mortgages,24,0.41937525538742293,76969,house,108286.66685804173,0
name113,52,bachelor degree,0,0,HighSkilled,Finance,16798,12700.566973130648,4097.433026869352,0.0,13901.6041172499,0.6139065028387902,auto loans,48,0.5836510947958417,20056,car,64992.673833016815,0
name114,49,bachelor degree,1,0,HighSkilled,Consultant,13004,5960.889222876412,7043.110777123588,0.0,8669.16953101107,0.6366122521829654,simple loans,36,0.1250429678473917,61524,house,102301.49312154112,0
name115,60,bachelor degree,1,0,Unemployed_HighSkilled,Research,9857,6272.111187762167,3584.888812237833,0.0,4034.4772110478584,0.9781537382993564,mortgages,48,0.04561107830070259,43394,car,80467.33872861607,0
name116,46,high school or lower,0,0,LowSkilled,Construction,2521,1685.808700998432,835.191299001568,0.0,2503.066060567681,0.20565798246118333,auto loans,48,0.661592527396316,18358,liquid assets,22892.461005031153,0
name117,60,ausbildung,0,1,MediumSkilled,IT Support,9931,10615.960557417053,-684.9605574170528,0.06897196228144727,6433.920800665425,0.3420397082254903,auto loans,24,0.7168342924259871,45624,car,55962.85848506075,1
name118,35,bachelor degree,1,0,Unemployed_HighSkilled,Consultant,946,526.144150090122,419.855849909878,0.0,614.5487944633489,0.2826706256935562,mortgages,48,0.20580649529965217,21524,car,21968.635869413232,1
name119,59,high school or lower,0,1,LowSkilled,Agriculture,4930,3595.452920367589,1334.5470796324112,0.0,4863.939050146431,0.7073398016855126,auto loans,48,0.715901008217854,15289,liquid assets,26050.149781573997,0
name120,57,post graduate degree,0,1,Unemployed_HighSkilled,Engineering,9642,7564.288354378809,2077.7116456211907,0.0,6514.523244102161,0.3728579240015092,simple loans,24,0.46015469803785214,72331,house,104142.22637360422,0
name121,57,bachelor degree,1,0,HighSkilled,Engineering,19245,15576.24179436688,3668.7582056331194,0.0,5399.1135285666705,0.7235653058659225,auto loans,24,0.08991194195549759,52594,house,100269.80035584711,0
name122,39,bachelor degree,1,0,HighSkilled,Engineering,2548,2689.462805828563,-141.46280582856298,0.05551915456380023,1117.5277419448535,0.8644591918500203,auto loans,36,0.49410932016225134,25607,car,33710.236750468524,1
name123,31,high school or lower,0,0,Unemployed_LowSkilled,Construction,512,243.09997497286292,268.9000250271371,0.0,475.2150529447388,0.7027888573404093,simple loans,12,0.4029590389015658,14107,liquid assets,14856.121118626777,0
name124,61,high school or lower,1,0,LowSkilled,Agriculture,4986,2568.819552669202,2417.180447330798,0.0,2537.0354462645046,0.6741466740788186,simple loans,24,0.024038307046471443,14096,liquid assets,27125.23277633579,1
name125,41,high school or lower,0,0,LowSkilled,Transportation,1411,1622.4288709802581,-211.42887098025813,0.14984328205546288,565.3365946487479,0.7601927713735888,auto loans,24,0.550507062812903,0,none,2245.011455166813,1
name126,49,bachelor degree,0,0,HighSkilled,Research,13204,17533.50041816596,-4329.500418165961,0.3278930943779128,12423.053458473529,0.5523818795562803,mortgages,48,1.2687484002301945,0,none,23161.08073204872,0
name127,39,post graduate degree,0,0,HighSkilled,Consultant,2512,2273.6403363830527,238.35966361694727,0.0,1517.008651128247,0.8036015052699115,auto loans,24,0.5090163166844346,43735,car,43905.48659097195,1
name128,31,bachelor degree,1,0,HighSkilled,Finance,1642,1128.857516780639,513.1424832193611,0.0,1144.8828526479058,0.6273166557383691,auto loans,48,0.3847383492256667,38863,car,46537.98466628254,0
name129,47,ausbildung,0,0,MediumSkilled,Teacher,5214,2494.7674596466095,2719.2325403533905,0.0,2172.090572647607,0.4087568342481886,auto loans,12,0.0,20829,car,30868.86525459847,0
name130,58,ausbildung,0,1,MediumSkilled,Electrician,9786,8201.159934793815,1584.8400652061846,0.0,4100.093032452035,0.9553111194033815,mortgages,24,0.25702564553912227,40638,car,63633.27418373724,0
name131,35,bachelor degree,1,0,HighSkilled,Finance,1830,890.9944460642515,939.0055539357485,0.0,1144.8056258683039,0.7497064146962262,mortgages,24,0.11245905570084995,41046,car,60154.568716937945,0
name132,63,ausbildung,1,0,MediumSkilled,IT Support,10000,6530.27724842364,3469.7227515763598,0.0,2004.402779430916,0.25490840252871766,simple loans,60,0.0,14924,liquid assets,37738.1430159015,0
name133,52,high school or lower,0,1,LowSkilled,Agriculture,4319,3068.778488700139,1250.221511299861,0.0,4162.960933325716,0.21598173307566643,auto loans,36,0.6744013480032078,12793,liquid assets,20679.625294364312,0
name134,65,bachelor degree,1,0,HighSkilled,Consultant,19801,8704.817642915936,11096.182357084064,0.0,6853.1780464437725,0.34069536603059,mortgages,24,0.0,19370,liquid assets,86859.41280780312,0
