name,age,educational level,number of not paid past credits,dependents,profession,working sector,monthly income,monthly expenditure,savings (debt),debt-to-income ratio before credit,credit: monthly amount,credit-to-income ratio,type of credit,requested_loan_duration,debt-to-income ratio after credit,collateral,collateral type,estimated seizable assets,y-categorical-default,PD_LR,PD_NN,PD_RF,group_key,LGD,EAD,EL_LR,EL_NN,EL_RF,IRB_Capital_LR,IRB_Capital_NN,IRB_Capital_RF,Joint_PD_LR,Joint_PD_NN,Joint_PD_RF
name10,37,bachelor degree,0,0,HighSkilled,Research,4079.0,2531.985600106949,1547.0143998930512,0.0,2452.885637314178,0.5037279271775119,auto loans,36,0.222081695862007,57338,house,69586.13500104268,0,0.07249727309384112,0.11116394,0.09,Research_auto loans,0.5496051959262005,88303.88294331041,3348.726829141065,4950.291834382443,4707.630469951932,15346.945775058452,18377.225375967395,16888.20005309091,0.069,0.102,0.097
name11,36,high school or lower,2,0,LowSkilled,Transportation,1555.0,810.8373966026693,744.1626033973307,0.0,633.0362179754671,0.3773056923120428,simple loans,48,0.0,12694,liquid assets,15879.824893323754,1,0.62727456353032,0.5782163,0.5,Transportation_simple loans,0.6044789195173821,30385.738462822424,11645.019316908114,10653.1722457519,8724.580718503712,5937.910327517587,6548.789140425281,7399.9752632600685,0.634,0.58,0.475
name12,43,post graduate degree,0,3,Unemployed_HighSkilled,Engineering,3000.0,3019.8135006588445,-19.81350065884453,0.0066045002196148,2288.071163904382,0.5359047318340702,mortgages,36,0.7692948881877422,73865,house,82358.90530354873,0,0.25762433026259796,0.23043104,0.06,Engineering_mortgages,0.37793034861890684,82370.56190055775,8249.538821378455,7097.716419902972,1525.386423575639,14493.672518402042,14333.468941504061,8994.249828129823,0.265,0.228,0.049
name13,54,ausbildung,0,1,MediumSkilled,Nursing,3673.0,2392.602023389639,1280.3979766103612,0.0,2038.509254387876,0.9170096947669336,auto loans,36,0.2064011102035161,10156,liquid assets,21330.986668341688,0,0.38120738907273305,0.42230934,0.15,Nursing_auto loans,0.8690169591629302,73386.33315796353,23596.368191468937,26338.648819126134,9247.225372332421,28878.945216743887,27987.69105656675,26725.26631496485,0.37,0.413,0.145
name14,36,high school or lower,0,0,LowSkilled,Cleaning Services,767.0,1033.7811084823131,-266.7811084823132,0.3478241310069271,307.1028139492674,0.9400319259847898,simple loans,12,0.7482189340698572,24904,car,25080.88309252882,1,0.4627112482664308,0.56570315,0.71,Cleaning Services_simple loans,0.0,3685.233767391209,0.0,0.0,0.0,0.0,0.0,0.0,0.448,0.557,0.714
name15,45,ausbildung,0,0,MediumSkilled,Nursing,2352.0,1988.121809782456,363.878190217544,0.0,709.4319444657282,0.8410084323506146,auto loans,48,0.1469191132007586,0,none,4140.679524253216,0,0.3721709395514039,0.29264227,0.12,Nursing_auto loans,1.0,34052.733334354954,12531.405867042624,9092.079800272773,3337.1678667667857,15506.1584464599,15914.590424814654,13262.044240311794,0.368,0.267,0.098
name16,52,bachelor degree,0,0,HighSkilled,Doctor,9160.0,8436.698859674496,723.3011403255041,0.0,8040.69905509065,0.2853632109025641,simple loans,24,0.798842567114099,29772,car,46126.1560167792,0,0.0630395981959131,0.05859583,0.02,Doctor_simple loans,0.8684851420933812,192976.77732217562,11564.225007262703,8715.068121415368,4189.936596834313,49605.09022138298,47859.84195431743,26200.33373091757,0.069,0.052,0.025
name17,39,ausbildung,0,0,MediumSkilled,Teacher,2070.0,1880.5368354144368,189.4631645855632,0.0,884.205410408814,0.2402366994667485,simple loans,36,0.3356242733445656,35080,car,43502.56719261079,0,0.23839587038616447,0.19227016,0.01,Teacher_simple loans,0.06069143904431357,31831.394774717304,498.4284341616311,368.9915927320602,21.250824712317606,893.1507316230859,862.4545417108667,193.7007969425553,0.258,0.191,0.011
name18,47,bachelor degree,1,1,HighSkilled,Engineering,7817.0,7387.365140201264,429.6348597987362,0.0,6948.908194687483,0.7359010530047876,mortgages,48,0.8339866105780667,38361,car,63456.750916207,0,0.40156890978222043,0.38049296,0.1,Engineering_mortgages,0.9021173974962581,333547.5933449992,125775.8183031039,118554.24021871516,28585.413250705435,134321.70442997813,136319.3177422463,109345.65918078147,0.418,0.394,0.095
name19,48,bachelor degree,0,2,HighSkilled,Doctor,7219.0,5896.622946117626,1322.3770538823735,0.0,5184.616337366356,0.5922154180380484,mortgages,36,0.5350102899963959,74888,house,102931.69262469078,0,0.12847019357962847,0.18129271,0.14,Doctor_mortgages,0.7216581104911612,186646.18814518882,18318.484023543926,24514.441855036723,18318.484023543926,53723.176444564735,59355.73955697344,55263.49335065467,0.136,0.182,0.136
name20,52,high school or lower,0,0,LowSkilled,Manufacturing,2198.0,1528.5553926884345,669.4446073115655,0.0,1090.3996823212772,0.5671563326757351,auto loans,24,0.1915173225703874,21991,car,24399.88104281747,1,0.3394116065769745,0.30716664,0.75,Manufacturing_auto loans,0.2859090363302227,26169.59237571065,2446.6542004951953,2267.083250000135,5476.913990099336,3461.6618478041646,3491.8213698568197,1711.9749721609724,0.327,0.303,0.732
name21,54,post graduate degree,0,0,Unemployed_HighSkilled,Research,4000.0,3655.840750263164,344.1592497368365,0.0,1324.913670587491,0.9283209249374088,simple loans,12,0.2451886052126636,64603,house,64899.65543701379,0,0.1691909073237633,0.12129259,0.14,Research_simple loans,0.0,15898.964047049893,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.136,0.14
name22,32,high school or lower,0,0,LowSkilled,Cleaning Services,879.0,1541.014358563508,-662.014358563508,0.753144890288405,528.9754226443764,0.7441465973155446,mortgages,36,1.3549371799862164,17861,liquid assets,22731.955238902585,1,0.6407176155957988,0.6525369,0.55,Cleaning Services_mortgages,0.11195213884319163,19043.11521519755,1407.0655358619365,1368.6910212475198,1219.4567977470115,668.7327491321713,650.3779730094993,797.9317819792167,0.66,0.642,0.572
name23,45,ausbildung,1,0,MediumSkilled,Electrician,2872.0,2200.115771830546,671.8842281694542,0.0,1902.1042308367084,0.984184400536362,auto loans,24,0.4283495831014116,27413,car,40040.775583854855,0,0.549342047604536,0.6178586,0.14,Electrician_auto loans,0.48972131839638294,45650.501540081,12564.085375411494,12966.493803805453,3174.5553795523697,8376.343239222308,7375.02269035997,9172.385010551334,0.562,0.58,0.142
name24,54,bachelor degree,2,0,HighSkilled,Engineering,5079.0,6151.831609271342,-1072.831609271342,0.2112289051528533,4097.725943376679,0.6752340889941597,mortgages,24,1.01802668884584,59334,house,75227.31364596655,0,0.6473619435045832,0.6202895,0.27,Engineering_mortgages,0.5817470306655441,98345.4226410403,37187.90244063256,35585.96202780531,15332.85823706081,17670.275480471457,18776.676206925447,26705.836126000315,0.65,0.622,0.268
name25,32,post graduate degree,0,0,HighSkilled,Consultant,2401.0,2049.654173152128,351.3458268478721,0.0,1806.6080413703137,0.5771673800133343,auto loans,60,0.6061067115878557,62823,house,60817.58856813011,0,0.16726947487015614,0.14705117,0.07,Consultant_auto loans,0.5983604908094768,108396.48248221882,11350.53018051423,8691.263109650898,4540.2120722056925,28019.554189339586,27019.35666808454,20178.74549089596,0.175,0.134,0.07
name26,54,ausbildung,0,0,MediumSkilled,Electrician,3364.0,2371.2739638799267,992.7260361200732,0.0,1325.1080327734453,0.8243649846910737,simple loans,36,0.0988055875901819,21911,car,22151.98848596763,0,0.3231778102026171,0.29462734,0.17,Electrician_simple loans,0.6103406285653135,47703.88917984403,9520.808298200793,7802.986617485664,4745.846338246878,13541.889404024754,13605.907512615637,12630.62968999569,0.327,0.268,0.163
name27,57,high school or lower,1,1,LowSkilled,Construction,2664.0,1820.4601132535631,843.5398867464369,0.0,1209.600879996404,0.2599525581204085,simple loans,48,0.1374102827514891,23216,car,23168.02595030949,1,0.5816179630947116,0.5877326,0.76,Construction_simple loans,0.6600028927745814,58060.8422398274,22149.147176754086,21995.865881413225,28548.64125723494,13578.09735480709,13424.435636384558,8449.74585235569,0.578,0.574,0.745
name28,44,high school or lower,1,0,LowSkilled,Cleaning Services,1663.0,1625.1036245206462,37.896375479353765,0.0,354.8609066436413,0.8795347399228942,auto loans,48,0.1905980343741957,20348,car,22445.25043568722,1,0.627729243248875,0.7470206,0.7,Cleaning Services_auto loans,0.0,17033.32351889478,0.0,0.0,0.0,0.0,0.0,0.0,0.624,0.746,0.686
name29,43,bachelor degree,1,1,HighSkilled,Finance,7005.0,4579.119869208526,2425.8801307914737,0.0,5134.155620779385,0.8545687026565314,mortgages,48,0.3866203411831422,66703,house,79694.06426195703,0,0.42990920922806725,0.3085773,0.07,Finance_mortgages,0.8125243916116537,246439.46979741048,88304.9933974116,59670.947919339356,11613.808655441888,87275.31726923569,93427.92077549484,62296.369343834725,0.441,0.298,0.058
name30,38,high school or lower,0,2,LowSkilled,Agriculture,809.0,1090.353400400285,-281.3534004002849,0.347779234116545,214.0334185768253,0.9206237400278092,auto loans,12,0.6123446464488383,0,none,1047.5460467104406,0,0.4695620019633363,0.60290205,0.61,Agriculture_auto loans,1.0,2568.401022921904,1232.8324910025137,1517.925004546845,1584.7034311428147,1074.4038036773961,873.6956713853597,861.2489893919583,0.48,0.591,0.617
name31,45,bachelor degree,1,0,HighSkilled,Doctor,5608.0,5405.666095520635,202.33390447936472,0.0,4270.913001492131,0.7359039911962142,auto loans,24,0.7254955593817344,64645,house,77109.10656577995,1,0.20626970034620246,0.21461187,0.63,Doctor_auto loans,0.562802785967408,102501.91203581114,11479.9839704874,12229.932672077026,36055.22603796294,26109.266317125413,26287.389143471788,18538.24918362064,0.199,0.212,0.625
name32,51,ausbildung,1,0,MediumSkilled,IT Support,3612.0,2055.989601942626,1556.010398057374,0.0,3136.839677433319,0.2320991844162925,mortgages,24,0.4376603763499294,24088,car,32552.70362793124,0,0.23277372756447295,0.1797774,0.28,IT Support_mortgages,0.7274446510426561,75284.15225839966,12157.841958841127,9583.884427014402,15224.684975485738,25247.926934041356,24085.93789293223,25591.00054987599,0.222,0.175,0.278
name33,59,bachelor degree,0,0,HighSkilled,Consultant,9710.0,6805.921998781628,2904.0780012183723,0.0,9165.057671089917,0.4511390616577277,auto loans,24,0.6447970823760601,73798,house,110422.72240084392,0,0.07744890434501599,0.11459195,0.08,Consultant_auto loans,0.76705782984747,219961.384106158,14004.017461245374,19234.433621469547,10967.001626276495,54986.198857436786,64616.794872839295,55789.36951667174,0.083,0.114,0.065
name34,39,post graduate degree,1,0,HighSkilled,Consultant,4855.0,3111.452288121122,1743.547711878878,0.0,3704.028523776584,0.8983127244855498,mortgages,48,0.4038065523991154,27565,car,41575.16237843856,0,0.473677023544069,0.22360857,0.17,Consultant_mortgages,0.8682484608107613,177793.36914127602,71627.1320620624,33034.927287244296,23772.798141287953,64267.566631769216,70786.37780630971,66966.6411160186,0.464,0.214,0.154
name35,37,bachelor degree,1,2,HighSkilled,Consultant,4032.0,4838.79666601167,-806.7966660116699,0.20009837946718,3239.120676746152,0.2340164225410092,auto loans,60,1.0034517219141423,46379,car,54594.06551743049,1,0.43089445598318066,0.36301258,0.31,Consultant_auto loans,0.7966140128517806,194347.24060476912,66882.125617129,54186.90732869247,43659.165333403645,67417.78821869746,70860.6548515163,72219.0597913257,0.432,0.35,0.282
name36,41,post graduate degree,1,0,HighSkilled,Finance,5617.0,6578.546138788424,-961.5461387884244,0.1711849988941471,4008.190045143086,0.4416012866034595,mortgages,24,0.884766990196103,13841,liquid assets,23323.188996747733,1,0.4460478340590453,0.42713666,0.7,Finance_mortgages,0.8634916775721982,96196.56108343406,36797.763948628635,35800.9847897493,57480.93149537475,35642.360915602,36296.577298639495,22348.260202112473,0.443,0.431,0.692
name37,59,bachelor degree,2,0,HighSkilled,Consultant,4500.0,10060.976950769991,-5560.976950769991,1.2357726557266646,922.4228584393908,0.8253564941269731,auto loans,24,1.4407555131576404,68637,house,84355.14044658301,1,0.949217925577669,0.9270495,0.68,Consultant_auto loans,0.0,22138.148602545378,0.0,0.0,0.0,0.0,0.0,0.0,0.948,0.931,0.676
name38,54,post graduate degree,1,1,HighSkilled,Finance,10174.0,7104.920732561252,3069.079267438748,0.0,8241.247411963648,0.3771270892043319,auto loans,12,0.5083711563323079,67937,house,88578.64171788658,0,0.22024778797128305,0.15948294,0.13,Finance_auto loans,0.5229117803001114,98894.96894356378,11687.215805698715,8067.281706588494,7291.581542493446,23660.58763743168,22055.44280815674,20708.884696267785,0.226,0.156,0.141
name39,39,ausbildung,1,1,MediumSkilled,IT Support,2448.0,1667.9201978716246,780.0798021283754,0.0,1954.1659282049177,0.3128805398743161,mortgages,48,0.4796103456195025,30144,car,39360.1619998688,1,0.3309563648757992,0.3471477,0.66,IT Support_mortgages,0.726297737682048,93799.96455383605,22822.445186785983,23503.712207287055,45985.523883822505,31613.248966791114,31420.589969125984,20407.6411328993,0.335,0.345,0.675
name40,34,high school or lower,1,1,LowSkilled,Construction,1183.0,670.7755961610777,512.2244038389223,0.0,310.03648049232555,0.2799665265078851,simple loans,60,0.0,6266,liquid assets,8953.071202082096,1,0.5834821161064742,0.6467089,0.71,Construction_simple loans,0.6826505978513138,18602.188829539533,7441.494060935321,7949.445873968449,8851.06034210225,4484.123132293583,3928.13415537249,3316.639040116109,0.586,0.626,0.697
name41,42,bachelor degree,0,1,HighSkilled,Engineering,4830.0,6367.320921301373,-1537.3209213013731,0.3182859050313402,3773.610671988427,0.5718206646730917,auto loans,60,1.0995717584450933,42547,car,49052.64799439399,1,0.2732625355592977,0.22241442,0.64,Engineering_auto loans,0.8401142704610008,226416.64031930562,51548.49551316484,43178.99808667313,122879.43948894645,88829.79128171329,87156.58870212118,59764.7768116507,0.271,0.227,0.646
name42,39,post graduate degree,0,0,HighSkilled,Research,5274.0,3239.9309233338386,2034.0690766661612,0.0,2544.757917763608,0.9318022551737852,auto loans,24,0.0968314071098684,68083,house,73536.69659991485,0,0.11782136781561786,0.12384068,0.09,Research_auto loans,0.22788292838060573,61074.19002632659,1628.3785367857279,1711.8851284157652,1280.4344049939057,5384.67649685406,5481.185527490469,4843.086676603605,0.117,0.123,0.092
name43,35,bachelor degree,0,2,HighSkilled,Engineering,3533.0,5042.503768183914,-1509.503768183914,0.4272583549912012,2844.7478026356885,0.5090202567005842,mortgages,24,1.2324516192526471,26039,car,27590.07350218676,0,0.28487425600366933,0.17765664,0.08,Engineering_mortgages,0.6757828805320296,68273.94726325653,13426.264141334916,8720.150937155666,3691.06917974843,21564.388469408528,20234.771083619977,15255.944503860694,0.291,0.189,0.08
name44,52,high school or lower,0,0,LowSkilled,Agriculture,1612.0,1128.481216449786,483.5187835502141,0.0,1000.010061498242,0.8509896932313685,mortgages,48,0.3204040185781812,9466,liquid assets,12402.602340279653,1,0.4070863824825525,0.5269992,0.82,Agriculture_mortgages,0.8139951274365318,48000.48295191561,15980.513128120983,21059.893828990735,32156.387052429265,17367.14289434211,15156.474463243561,6603.921035832824,0.409,0.539,0.823
name45,38,bachelor degree,0,0,HighSkilled,Finance,5612.0,3537.9855135253365,2074.0144864746635,0.0,5444.083943014995,0.5192532427999104,mortgages,36,0.6005113072951411,60609,house,77217.76272491652,0,0.13346252300654057,0.090461574,0.24,Finance_mortgages,0.7854753148391135,195987.02194853983,20628.357681100882,15086.410841402136,36638.42632911947,62190.7514342246,53684.5638751162,71223.1534238374,0.134,0.098,0.238
name46,50,high school or lower,1,1,Unemployed_LowSkilled,Agriculture,900.0,760.4310222647274,139.5689777352726,0.0,398.2912922538031,0.3640552126520719,auto loans,24,0.2874692383539227,0,none,1408.1946805718303,0,0.6997800091348575,0.55191964,0.38,Agriculture_auto loans,1.0,9558.991014091274,6710.4116918920745,5161.855147609289,3833.1553966506012,2573.4497760549775,3566.5245020407788,4331.964436380084,0.702,0.54,0.401
name47,59,ausbildung,1,2,MediumSkilled,Teacher,5026.0,3385.054294027874,1640.9457059721258,0.0,3627.6210630032174,0.975522582253486,auto loans,24,0.3952796173957605,26067,car,31909.36435908256,0,0.6320880190713682,0.6751445,0.17,Teacher_auto loans,0.7457379142118981,87062.90551207721,41942.2667769254,42591.52787254344,11556.847502001116,20767.681795140554,18711.065499751367,28165.55508718746,0.646,0.656,0.178
name48,54,post graduate degree,0,0,HighSkilled,Engineering,11555.0,3910.900209783378,7644.099790216622,0.0,3593.011019479573,0.4768302622884898,auto loans,60,0.0,35929,car,65122.43536052092,0,0.046460176566632365,0.08712491,0.08,Engineering_auto loans,0.8580309232174959,215580.6611687744,9248.743686524083,15167.939645899494,14058.090403516604,46907.23117502462,63484.47308002959,61163.12148737786,0.05,0.082,0.076
name49,39,bachelor degree,0,0,HighSkilled,Engineering,5647.0,2051.0892962332964,3595.910703766704,0.0,1684.1356646171566,0.2451256870150965,simple loans,24,0.0,0,none,13977.871159511084,0,0.04451014364779238,0.05126664,0.13,Engineering_simple loans,1.0,40419.255950811756,1899.7050296881525,1980.5435415897762,4931.149225999034,10019.481165224988,10789.097454823745,16186.106753712113,0.047,0.049,0.122
name50,46,ausbildung,2,3,MediumSkilled,Teacher,3247.0,2930.8897278570494,316.11027214295063,0.0,2644.4792339874684,0.7295910659954954,mortgages,60,0.7170831419293249,15281,liquid assets,20393.282304428383,0,0.8851257248040425,0.7326078,0.6,Teacher_mortgages,0.908835816479103,158668.7540392481,129206.6465777759,106278.23496408576,90704.21952837169,15894.77908307939,35049.37727580061,49337.16687632903,0.896,0.737,0.629
name51,42,bachelor degree,0,0,HighSkilled,Engineering,6366.0,6312.948424159669,53.05157584033077,0.0,5241.761149474871,0.3569259621327701,mortgages,24,0.8150659085194062,62407,house,65189.392641849314,0,0.08867822358418345,0.07072674,0.06,Engineering_mortgages,0.6556685677327981,125802.2675873969,7011.190371558174,6516.282815918773,5114.044741607137,28523.53679044223,25785.93603355989,23831.64295225616,0.085,0.079,0.062
name52,42,high school or lower,0,1,LowSkilled,Agriculture,1068.0,838.6975901046194,229.3024098953806,0.0,536.7220341980284,0.3337540218207125,auto loans,36,0.2878460901710185,18986,liquid assets,23497.17887652627,1,0.24219825455135133,0.18904328,0.74,Agriculture_auto loans,0.06736652148873869,19321.99323112902,312.397313330428,242.1079178310817,969.733326796537,602.8032383560113,579.008316501336,308.53275128883155,0.24,0.186,0.745
name53,56,bachelor degree,0,3,HighSkilled,Engineering,10875.0,15705.952612731464,-4830.952612731464,0.4442255276074909,10356.089343037012,0.2093757971867253,auto loans,24,1.3965096051281358,58468,house,78217.0623989674,1,0.2698647769301616,0.26001036,0.66,Engineering_auto loans,0.8366362627418601,248546.1442328883,56560.41908653361,50530.080286866425,135578.65163389675,97062.75793904181,96873.24727889684,62290.118583850126,0.272,0.243,0.652
name54,60,high school or lower,1,1,LowSkilled,Transportation,1718.0,2563.9507784584416,-845.9507784584416,0.492404411209803,1292.017732853339,0.4949092109831695,mortgages,12,1.2444519856296747,0,none,2178.541936520837,0,0.6201013580377476,0.73251164,0.62,Transportation_mortgages,1.0,15504.21279424007,9705.637209194283,11457.613254943411,9550.595081251882,5090.425604531063,3769.5766543354916,5091.523717531301,0.626,0.739,0.616
name55,41,bachelor degree,0,0,HighSkilled,Finance,6290.0,9183.311553984093,-2893.311553984091,0.4599859386302211,2276.7076651580137,0.7214529951820043,auto loans,24,0.8219426421529579,13949,liquid assets,25986.953353805093,1,0.3069848648987418,0.353448,0.66,Finance_auto loans,0.7580211508988582,54640.98396379233,12218.611357391574,14910.84775817277,26466.754770756666,19330.320522353424,19048.56302938163,12407.242717493082,0.295,0.36,0.639
name56,54,bachelor degree,0,1,HighSkilled,Finance,5365.0,5672.417125381565,-307.4171253815648,0.0573004893535069,1214.044790091329,0.6471044780573423,simple loans,36,0.2835902917936428,0,none,13801.207507899167,0,0.19966960132007575,0.14002237,0.11,Finance_simple loans,1.0,43705.61244328785,7867.010239791813,5725.435230070709,4370.5612443287855,19660.748179662856,17932.749433002777,16483.858197120193,0.18,0.131,0.1
name57,44,high school or lower,1,0,LowSkilled,Transportation,1731.0,1000.964271867984,730.0357281320161,0.0,497.0914388627071,0.8736987914142238,auto loans,48,0.0,0,none,3252.7715675486384,1,0.4841056216358609,0.52670604,0.79,Transportation_auto loans,1.0,23860.38906540994,11429.12636233136,13409.538654760388,18754.265805412215,9810.022987586613,9259.703873194427,4655.256517300483,0.479,0.562,0.786
name58,50,bachelor degree,0,4,HighSkilled,Research,7540.0,8751.968925467247,-1211.968925467247,0.1607385842794756,7491.075849937417,0.4471833270581695,mortgages,12,1.1542499702128202,43969,car,58504.15520443856,0,0.22925908113335308,0.17996576,0.13,Research_mortgages,0.5830868746745465,89892.910199249,11845.874990346427,9644.429195680275,5556.029862728855,24117.828985721273,23058.214515759297,20990.017073345243,0.226,0.184,0.106
name59,48,ausbildung,0,1,MediumSkilled,Teacher,3276.0,1976.909763591078,1299.090236408922,0.0,1934.542045743282,0.9145371946345676,auto loans,12,0.1939718587711721,15785,liquid assets,22074.76404529862,0,0.3143116395996085,0.36483344,0.12,Teacher_auto loans,0.35606087167804057,23214.504548919384,2760.7694262375326,2959.1480676438223,909.2354397788281,3852.5908462862108,3779.529071597568,3219.1570507607735,0.334,0.358,0.11
name60,43,high school or lower,0,3,LowSkilled,Agriculture,1700.0,2172.0360154585637,-472.03601545856327,0.2776682443873902,1600.8643950680762,0.9093707344329852,auto loans,36,1.219353182662729,0,none,2079.1523630424444,1,0.4904547843950783,0.5237343,0.7,Agriculture_auto loans,1.0,57631.11822245074,28873.19022944782,30775.0171307887,39765.471573491006,23507.428779766076,22463.518362779214,15505.403149344382,0.501,0.534,0.69
name61,55,ausbildung,0,0,MediumSkilled,Teacher,2618.0,2227.1659082623937,390.8340917376063,0.0,523.6883220855723,0.7860583499733782,auto loans,12,0.050746459262019,28326,car,35500.13140897586,1,0.30854656549003406,0.44284165,0.69,Teacher_auto loans,0.0,6284.259865026867,0.0,0.0,0.0,0.0,0.0,0.0,0.304,0.452,0.677
name62,35,bachelor degree,1,1,HighSkilled,Doctor,3135.0,2882.119769090894,252.8802309091061,0.0,2241.184553514369,0.9843108455172354,mortgages,12,0.6342278541005623,18903,liquid assets,29432.453134890973,0,0.3327068352655785,0.13580638,0.15,Doctor_mortgages,0.33377411994509565,26894.214642172425,3034.0883744462953,1337.5123307470353,1310.5825522756184,4163.063372660646,3647.1763544324585,3761.7517150142794,0.338,0.149,0.146
name63,57,high school or lower,1,0,LowSkilled,Construction,2367.0,1564.2618318950033,802.7381681049967,0.0,818.0451536648972,0.7581804571985008,simple loans,60,0.0064668295563584,24753,car,30851.733127080617,0,0.7072909507653946,0.6710744,0.3,Construction_simple loans,0.57165582223397,49082.709219893826,20117.884628040163,18686.905386715134,8164.9992005016575,7388.290289759308,8172.49600690509,13106.389158187689,0.717,0.666,0.291
name64,52,high school or lower,0,1,LowSkilled,Agriculture,2356.0,1791.0987407848345,564.9012592151657,0.0,638.5052348633428,0.925610754612768,auto loans,24,0.0312410762513485,17366,liquid assets,22166.155837850707,1,0.35197736764105847,0.330556,0.7,Agriculture_auto loans,0.0,15324.125636720228,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.329,0.706
